AreaID|ManagedAreaName|Species|ParameterName|N_Programs|ProgramIDs|N_Data|N_Years|EarliestYear|LatestYear|SufficientData|LME_Intercept|LME_Slope|p|Model_Failed
35|Pinellas County Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|3|560, 564, 565|3732|24|1998|2021|TRUE|33.4060401724969|-0.304251583645209|0.230288372060608|FALSE
35|Pinellas County Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|3|560, 564, 565|6067|24|1998|2021|TRUE|27.1760671560503|0.0716964912720859|0.643882582723164|FALSE
35|Pinellas County Aquatic Preserve|Star grass|Median percent cover (from BB scores)|1|560|2|1|2021|2021|FALSE||||FALSE
35|Pinellas County Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|564|2602|9|2011|2019|TRUE|35.6054201573887|0.41991554190291|0.574127631159102|FALSE
35|Pinellas County Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|3|560, 564, 565|3299|24|1998|2021|TRUE|48.0783515749652|-0.465194410727677|0.0088253780626369|FALSE
35|Pinellas County Aquatic Preserve|Unidentified Halophila|Median percent cover (from BB scores)|2|564, 565|516|15|1999|2019|TRUE|-0.619586395007741|0.0563286428802068|0.847428605448459|FALSE
35|Pinellas County Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|2|564, 565|646|16|1998|2021|TRUE|-24.9389737315282|1.38325263933302|0.38453324891673|FALSE
37|Rocky Bayou State Park Aquatic Preserve|||||||||||||
38|Rookery Bay Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|572|221|8|1998|2005|TRUE|12.6400646205304|-0.746862663314821|0.322555700299891|FALSE
38|Rookery Bay Aquatic Preserve|Paddle grass|Median percent cover (from BB scores)|1|572|113|8|1998|2005|TRUE|-0.444565965820365|0.0784249232695308|0.356272574350461|FALSE
38|Rookery Bay Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|572|222|8|1998|2005|TRUE|25.4752502664727|-0.699205299582007|0.554323413124271|FALSE
38|Rookery Bay Aquatic Preserve|Star grass|Median percent cover (from BB scores)|1|572|222|8|1998|2005|TRUE|7.99921955331863|-0.717373282991427|0.236188714678473|FALSE
38|Rookery Bay Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|572|220|8|1998|2005|TRUE|60.4891760215982|-3.54884901460941|0.0160283845650175|FALSE
38|Rookery Bay Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|572|222|8|1998|2005|TRUE|23.9071117794171|-1.68381576633052|0.11454309158195|FALSE
39|Rookery Bay National Estuarine Research Reserve|Manatee grass|Median percent cover (from BB scores)|1|572|221|8|1998|2005|TRUE|12.6400646205304|-0.746862663314821|0.322555700299891|FALSE
39|Rookery Bay National Estuarine Research Reserve|Paddle grass|Median percent cover (from BB scores)|1|572|113|8|1998|2005|TRUE|-0.444565965820365|0.0784249232695308|0.356272574350461|FALSE
39|Rookery Bay National Estuarine Research Reserve|Shoal grass|Median percent cover (from BB scores)|1|572|222|8|1998|2005|TRUE|25.4752502664727|-0.699205299582007|0.554323413124271|FALSE
39|Rookery Bay National Estuarine Research Reserve|Star grass|Median percent cover (from BB scores)|1|572|222|8|1998|2005|TRUE|7.99921955331863|-0.717373282991427|0.236188714678473|FALSE
39|Rookery Bay National Estuarine Research Reserve|Total seagrass|Median percent cover (from BB scores)|1|572|220|8|1998|2005|TRUE|60.4891760215982|-3.54884901460941|0.0160283845650175|FALSE
39|Rookery Bay National Estuarine Research Reserve|Turtle grass|Median percent cover (from BB scores)|1|572|222|8|1998|2005|TRUE|23.9071117794171|-1.68381576633052|0.11454309158195|FALSE
12|Southeast Florida Coral Reef Ecosystem Conservation Area|||||||||||||
40|St. Andrews State Park Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|557|100|4|2016|2020|FALSE||||FALSE
40|St. Andrews State Park Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|2|556, 557|104|10|2000|2021|TRUE|25.3554192059585|0.0195880240781824|0.977522986717817|FALSE
40|St. Andrews State Park Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|2|556, 557|182|13|2000|2021|TRUE|12.8135447322756|3.43062568609844|0.137210485097017|FALSE
40|St. Andrews State Park Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|2|556, 557|662|13|2000|2021|TRUE|10.1157703196261|2.20229416745405|0.021192243017392|FALSE
41|St. Joseph Bay Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|557|206|12|2006|2022|TRUE|11.3798930976791|-0.00945318327489346|0.984166869122456|FALSE
41|St. Joseph Bay Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|557|78|9|2005|2022|TRUE|47.8048113705223|-0.587667174312079|0.473932582788204|FALSE
41|St. Joseph Bay Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|557|47|9|2005|2022|TRUE|40.8233718188419|-0.0194452187008035|0.982586130332081|FALSE
41|St. Joseph Bay Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|557|793|10|2005|2022|TRUE|61.1430582048155|-0.0817767580017074|0.832285437349134|FALSE
42|St. Joseph Bay State Buffer Preserve|||||||||||||
43|St. Martins Marsh Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|560|562|25|1997|2021|TRUE|20.7499622590404|-0.24265001693963|0.172474490549588|FALSE
43|St. Martins Marsh Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|560|443|25|1997|2021|TRUE|15.2384031621605|0.0137102306061052|0.924740552312048|FALSE
43|St. Martins Marsh Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|560|731|25|1997|2021|TRUE|25.1413134946893|-0.0641962134720551|0.739512578342803|FALSE
43|St. Martins Marsh Aquatic Preserve|Star grass|Median percent cover (from BB scores)|1|560|151|23|1997|2021|TRUE|17.9354263304824|0.173583906168762|0.739382179338814|FALSE
43|St. Martins Marsh Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|560|1240|25|1997|2021|TRUE|35.1200115265751|0.0834333848247437|0.669006418358094|FALSE
43|St. Martins Marsh Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|560|51|10|1997|2021|TRUE|16.6723407009132|0.426784788832013|0.633721313223687|FALSE
44|Terra Ceia Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|565|2|2|2018|2021|FALSE||||FALSE
44|Terra Ceia Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|565|490|23|1999|2021|TRUE|51.1786454221026|-0.564530205735207|0.0974984970032807|FALSE
44|Terra Ceia Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|565|622|23|1999|2021|TRUE|35.6592757389044|0.542591554910684|0.0369884617381519|FALSE
44|Terra Ceia Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|565|1461|23|1999|2021|TRUE|44.1860418823741|-0.138509138944289|0.681379557248318|FALSE
44|Terra Ceia Aquatic Preserve|Unidentified Halophila|Median percent cover (from BB scores)|1|565|3|3|2016|2021|FALSE||||FALSE
44|Terra Ceia Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|565|2|2|2016|2021|FALSE||||FALSE
45|Tomoka Marsh Aquatic Preserve|||||||||||||
47|Yellow River Marsh Aquatic Preserve|||||||||||||
