AreaID|ManagedAreaName|Species|ParameterName|N_Programs|Programs|ProgramIDs|N_Data|N_Years|EarliestYear|LatestYear|SufficientData|LME_Intercept|LME_Slope|p|TrendText|TrendIcon
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|6482|28|1998|2025|TRUE|0.129291243386427|-0.00491355384795132|0.117004373429679|No detectable trend|0
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|6466|28|1998|2025|TRUE|15.4835024422215|-0.545921328667183|0.0432676395822189|Decreasing trend|-1
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|6465|28|1998|2025|TRUE|5.6485155287419|-0.191974153502877|0.0143482574601422|Decreasing trend|-1
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|6996|32|1994|2025|TRUE|51.2627695986094|-1.60300533166926|3.798083491821e-19|Decreasing trend|-1
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|2|Indian River Lagoon fixed seagrass transects (SJRWMD), Loxahatchee River District Bi-Monthly Seagrass Monitoring|3013, 3017|6524|29|1997|2025|TRUE|8.40853298435882|-0.148105750138053|0.0974605277357036|No detectable trend|0
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Halophila spp.|Median percent cover (from BB scores)|2|Indian River Lagoon fixed seagrass transects (SJRWMD), Loxahatchee River District Bi-Monthly Seagrass Monitoring|3013, 3017|19627|29|1997|2025|TRUE|1.65729212662859|-0.0265739062221364|0.0562321879272954|No detectable trend|0
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|6550|29|1997|2025|TRUE||||Model did not fit the available data|3
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|2|Indian River Lagoon fixed seagrass transects (SJRWMD), Loxahatchee River District Bi-Monthly Seagrass Monitoring|3013, 3017|6539|29|1997|2025|TRUE|16.2742030890204|-0.560687239374349|0.000440828645399294|Decreasing trend|-1
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|2|Indian River Lagoon fixed seagrass transects (SJRWMD), Loxahatchee River District Bi-Monthly Seagrass Monitoring|3013, 3017|6546|29|1997|2025|TRUE|3.15642483350953|-0.0916237639891679|0.0657011646476633|No detectable trend|0
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|7130|32|1994|2025|TRUE|30.0048298261169|-0.774268496697138|1.55735740157279e-05|Decreasing trend|-1
25|Lemon Bay Aquatic Preserve|Attached algae|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|65|15|1999|2024|TRUE|-1.17215246622099|0.470994911797988|0.26000988155792|No detectable trend|0
25|Lemon Bay Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|127|26|1999|2025|TRUE|21.8468335793792|-0.495085978987594|0.0212910359867257|Decreasing trend|-1
25|Lemon Bay Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, Sarasota County Seagrass Monitoring|568, 570|982|28|1998|2025|TRUE|28.8688351537933|0.176890782477276|0.62275701990486|No detectable trend|0
25|Lemon Bay Aquatic Preserve|No grass in quadrat|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|124|26|1998|2025|TRUE||||Model did not fit the available data|3
25|Lemon Bay Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, Sarasota County Seagrass Monitoring|568, 570|502|27|1998|2025|TRUE|6.35928226054728|0.0168076039828135|0.909166567340944|No detectable trend|0
25|Lemon Bay Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, Sarasota County Seagrass Monitoring|568, 570|682|26|1998|2025|TRUE|4.39776485450028|0.297569318935857|0.457118367966285|No detectable trend|0
25|Lemon Bay Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, Sarasota County Seagrass Monitoring|568, 570|1218|24|1998|2025|TRUE|27.4690277640858|0.495977919023034|0.301550430880142|No detectable trend|0
26|Lignumvitae Key Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|Florida Keys Aquatic Preserves Seagrass Monitoring|10007|164|2|2024|2025|FALSE||||Insufficient data|2
26|Lignumvitae Key Aquatic Preserve|Star grass|Median percent cover (from BB scores)|1|Florida Keys Aquatic Preserves Seagrass Monitoring|10007|74|2|2024|2025|FALSE||||Insufficient data|2
26|Lignumvitae Key Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|Florida Keys Aquatic Preserves Seagrass Monitoring|10007|74|2|2024|2025|FALSE||||Insufficient data|2
26|Lignumvitae Key Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|Florida Keys Aquatic Preserves Seagrass Monitoring|10007|74|2|2024|2025|FALSE||||Insufficient data|2
26|Lignumvitae Key Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|Florida Keys Aquatic Preserves Seagrass Monitoring|10007|386|2|2024|2025|FALSE||||Insufficient data|2
26|Lignumvitae Key Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|Florida Keys Aquatic Preserves Seagrass Monitoring|10007|395|2|2024|2025|FALSE||||Insufficient data|2
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|3|Indian River Lagoon fixed seagrass transects (SJRWMD), Loxahatchee River District Bi-Monthly Seagrass Monitoring, Loxahatchee River District Landscape-Scale Seagrass Mapping Area|3013, 3017, 10001|825|26|1999|2025|TRUE|20.1953416623801|-0.580645178032871|1.92768499513503e-12|Decreasing trend|-1
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Halophila spp.|Median percent cover (from BB scores)|3|Indian River Lagoon fixed seagrass transects (SJRWMD), Loxahatchee River District Bi-Monthly Seagrass Monitoring, Loxahatchee River District Landscape-Scale Seagrass Mapping Area|3013, 3017, 10001|2493|26|1999|2025|TRUE|1.71485988096244|-0.039786782480632|0.00052505111579932|Decreasing trend|-1
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|832|26|1999|2025|TRUE||||Model did not fit the available data|3
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|3|Indian River Lagoon fixed seagrass transects (SJRWMD), Loxahatchee River District Bi-Monthly Seagrass Monitoring, Loxahatchee River District Landscape-Scale Seagrass Mapping Area|3013, 3017, 10001|832|26|1999|2025|TRUE|2.53951567007665|-0.0779050939895322|0.336338828416032|No detectable trend|0
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|3|Indian River Lagoon fixed seagrass transects (SJRWMD), Loxahatchee River District Bi-Monthly Seagrass Monitoring, Loxahatchee River District Landscape-Scale Seagrass Mapping Area|3013, 3017, 10001|832|26|1999|2025|TRUE|0.0937987920414367|-0.00400475632363555|0.300747584955435|No detectable trend|0
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|839|26|1999|2025|TRUE|27.6619611287409|-0.798741144618895|2.16803263929346e-18|Decreasing trend|-1
28|Matlacha Pass Aquatic Preserve|Attached algae|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|1|1|2021|2021|FALSE||||Insufficient data|2
28|Matlacha Pass Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|240|26|2000|2025|TRUE|-3.10344816656052|0.943203815583345|0.122110248037415|No detectable trend|0
28|Matlacha Pass Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, SCCF Seagrass Surveys|570, 3015|575|26|2000|2025|TRUE|20.4497316684264|0.0238158853394502|0.963570720088846|No detectable trend|0
28|Matlacha Pass Aquatic Preserve|Paddle grass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|4|2|2007|2023|FALSE||||Insufficient data|2
28|Matlacha Pass Aquatic Preserve|Star grass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|20|11|2010|2023|TRUE|2.64228139349687|0.0681648018038756|0.780887508079441|No detectable trend|0
28|Matlacha Pass Aquatic Preserve|No grass in quadrat|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|133|22|2000|2025|TRUE||||Model did not fit the available data|3
28|Matlacha Pass Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|2|2|2006|2018|FALSE||||Insufficient data|2
28|Matlacha Pass Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, SCCF Seagrass Surveys|570, 3015|179|26|2000|2025|TRUE|28.6644715691588|-0.615903711369213|0.0524185789008096|No detectable trend|0
28|Matlacha Pass Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|749|24|2002|2025|TRUE|36.1211747705951|-0.686322311725415|0.0269282164487721|Decreasing trend|-1
28|Matlacha Pass Aquatic Preserve|Halophila, unk.|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|4|4|2007|2014|FALSE||||Insufficient data|2
29|Mosquito Lagoon Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|685|17|2009|2025|TRUE|3.70618560997302|0.206821437785687|0.238304298664762|No detectable trend|0
29|Mosquito Lagoon Aquatic Preserve|Halophila spp.|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|2055|17|2009|2025|TRUE|-0.0536104941871546|0.00283405115312693|0.161567647324879|No detectable trend|0
29|Mosquito Lagoon Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|685|17|2009|2025|TRUE||||Model did not fit the available data|3
29|Mosquito Lagoon Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|685|17|2009|2025|TRUE||||Model did not fit the available data|3
29|Mosquito Lagoon Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|685|17|2009|2025|TRUE||||Model did not fit the available data|3
29|Mosquito Lagoon Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|685|17|2009|2025|TRUE|3.67438896491233|0.208564610351661|0.236718478616711|No detectable trend|0
48|Nature Coast Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|4832|29|1997|2025|TRUE|18.7222744307186|-0.321183647156355|0.424402916556277|No detectable trend|0
48|Nature Coast Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|2577|29|1997|2025|TRUE|14.751218601691|-0.177629486598725|0.0209171014472496|Decreasing trend|-1
48|Nature Coast Aquatic Preserve|Star grass|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|678|26|1997|2025|TRUE|8.78793120652235|0.0927755835500384|0.389469765864726|No detectable trend|0
48|Nature Coast Aquatic Preserve|No grass in quadrat|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|153|8|1998|2025|TRUE||||Model did not fit the available data|3
48|Nature Coast Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|36|11|1997|2025|TRUE|8.39169481803175|0.0442811327199265|0.969012704332876|No detectable trend|0
48|Nature Coast Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|2718|29|1997|2025|TRUE|57.6265740174364|-1.51714275021571|0.00474904941918257|Decreasing trend|-1
48|Nature Coast Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|9681|29|1997|2025|TRUE|113.58094918986|-2.76449946591652|4.9161779112866e-15|Decreasing trend|-1
34|Pine Island Sound Aquatic Preserve|Attached algae|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|22|14|2002|2025|TRUE|18.158004633929|-0.552076811539718|0.0545747793828319|No detectable trend|0
34|Pine Island Sound Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|317|24|2000|2025|TRUE|10.2690958630758|0.0950389616721726|0.554513575878076|No detectable trend|0
34|Pine Island Sound Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, SCCF Seagrass Surveys|570, 3015|734|26|2000|2025|TRUE|16.1276980435642|0.389301817469332|0.254274631439356|No detectable trend|0
34|Pine Island Sound Aquatic Preserve|Paddle grass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|4|2|2006|2018|FALSE||||Insufficient data|2
34|Pine Island Sound Aquatic Preserve|Star grass|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, SCCF Seagrass Surveys|570, 3015|3|3|2006|2018|FALSE||||Insufficient data|2
34|Pine Island Sound Aquatic Preserve|No grass in quadrat|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|202|24|2002|2025|TRUE||||Model did not fit the available data|3
34|Pine Island Sound Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, SCCF Seagrass Surveys|570, 3015|333|26|2000|2025|TRUE|21.2566159348705|0.324283457492171|0.300730077510925|No detectable trend|0
34|Pine Island Sound Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, SCCF Seagrass Surveys|570, 3015|782|27|1998|2025|TRUE|8.5974520615054|0.127193644723436|0.381032557735883|No detectable trend|0
34|Pine Island Sound Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|1405|24|1998|2025|TRUE|19.8178717974954|0.268578219381455|0.366252642267873|No detectable trend|0
35|Pinellas County Aquatic Preserve|Attached algae|Median percent cover (from BB scores)|2|Tampa Bay Seagrass Monitoring, Western Pinellas County Seagrass Monitoring|564, 565|445|10|2000|2021|TRUE|1.34684351566151|-0.00874472959896072|0.956248348589432|No detectable trend|0
35|Pinellas County Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|3|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring, Tampa Bay Seagrass Monitoring, Western Pinellas County Seagrass Monitoring|560, 564, 565|1095|14|2012|2025|TRUE|-48.0345433037049|2.59271239673626|5.91891048521211e-06|Increasing trend|1
35|Pinellas County Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|3|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring, Tampa Bay Seagrass Monitoring, Western Pinellas County Seagrass Monitoring|560, 564, 565|7286|28|1998|2025|TRUE|25.0783082515793|0.126466235526937|0.320740596261107|No detectable trend|0
35|Pinellas County Aquatic Preserve|Star grass|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|8|2|2021|2022|FALSE||||Insufficient data|2
35|Pinellas County Aquatic Preserve|No grass in quadrat|Median percent cover (from BB scores)|2|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring, Tampa Bay Seagrass Monitoring|560, 565|4152|28|1998|2025|TRUE||||Model did not fit the available data|3
35|Pinellas County Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|2|Tampa Bay Seagrass Monitoring, Western Pinellas County Seagrass Monitoring|564, 565|722|20|1998|2025|TRUE|-20.5057661687606|1.14922027924735|0.372824567030726|No detectable trend|0
35|Pinellas County Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|3|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring, Tampa Bay Seagrass Monitoring, Western Pinellas County Seagrass Monitoring|560, 564, 565|4780|28|1998|2025|TRUE|20.6009648090533|0.293631264820659|0.143832073879305|No detectable trend|0
35|Pinellas County Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|3|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring, Tampa Bay Seagrass Monitoring, Western Pinellas County Seagrass Monitoring|560, 564, 565|4196|28|1998|2025|TRUE|44.349028393293|-0.317529219911252|0.0524635307853776|No detectable trend|0
35|Pinellas County Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|Western Pinellas County Seagrass Monitoring|564|2602|9|2011|2019|TRUE|35.6054215010464|0.419915470287988|0.574127833094096|No detectable trend|0
35|Pinellas County Aquatic Preserve|Halophila, unk.|Median percent cover (from BB scores)|2|Tampa Bay Seagrass Monitoring, Western Pinellas County Seagrass Monitoring|564, 565|519|16|1999|2022|TRUE|-1.63664197178343|0.109312342785214|0.658167277370485|No detectable trend|0
38|Rookery Bay Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|222|8|1998|2005|TRUE|33.6286978477817|-1.70910223741556|0.25461746433824|No detectable trend|0
38|Rookery Bay Aquatic Preserve|Paddle grass|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|113|8|1998|2005|TRUE|-0.444568802297332|0.0784251523795353|0.356291146707107|No detectable trend|0
38|Rookery Bay Aquatic Preserve|Star grass|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|222|8|1998|2005|TRUE|3.53047057456659|-0.232325432260382|0.443706162411161|No detectable trend|0
38|Rookery Bay Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|221|8|1998|2005|TRUE|16.1047730123582|-1.1343825881062|0.400162315253054|No detectable trend|0
38|Rookery Bay Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|222|8|1998|2005|TRUE|36.989854463834|-3.13812499506774|0.0666668737422986|No detectable trend|0
38|Rookery Bay Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|220|8|1998|2005|TRUE|68.3694952058844|-4.52097159964253|0.0166182452371247|Decreasing trend|-1
39|Rookery Bay National Estuarine Research Reserve|Shoal grass|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|222|8|1998|2005|TRUE|33.6286978477817|-1.70910223741556|0.25461746433824|No detectable trend|0
39|Rookery Bay National Estuarine Research Reserve|Paddle grass|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|113|8|1998|2005|TRUE|-0.444568802297332|0.0784251523795353|0.356291146707107|No detectable trend|0
39|Rookery Bay National Estuarine Research Reserve|Star grass|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|222|8|1998|2005|TRUE|3.53047057456659|-0.232325432260382|0.443706162411161|No detectable trend|0
39|Rookery Bay National Estuarine Research Reserve|Manatee grass|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|221|8|1998|2005|TRUE|16.1047730123582|-1.1343825881062|0.400162315253054|No detectable trend|0
39|Rookery Bay National Estuarine Research Reserve|Turtle grass|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|222|8|1998|2005|TRUE|36.989854463834|-3.13812499506774|0.0666668737422986|No detectable trend|0
39|Rookery Bay National Estuarine Research Reserve|Total seagrass|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|220|8|1998|2005|TRUE|68.3694952058844|-4.52097159964253|0.0166182452371247|Decreasing trend|-1
40|St. Andrews Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Central Panhandle Aquatic Preserves Seagrass Monitoring|557|160|7|2016|2025|TRUE|91.0574153945602|-2.89553179318251|0.0196482789849659|Decreasing trend|-1
40|St. Andrews Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|2|Central Panhandle Aquatic Preserves Seagrass Monitoring, St. Andrew Bay Aquatic Preserve Seagrass Monitoring|556, 557|467|16|2000|2025|TRUE|9.41132334742634|0.548528097750594|0.131068457269392|No detectable trend|0
40|St. Andrews Aquatic Preserve|No grass in quadrat|Median percent cover (from BB scores)|1|Central Panhandle Aquatic Preserves Seagrass Monitoring|557|92|8|2016|2025|TRUE||||Model did not fit the available data|3
40|St. Andrews Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|2|Central Panhandle Aquatic Preserves Seagrass Monitoring, St. Andrew Bay Aquatic Preserve Seagrass Monitoring|556, 557|436|15|2000|2025|TRUE|4.67257423361345|-0.187295686076096|0.771868472194213|No detectable trend|0
40|St. Andrews Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|2|Central Panhandle Aquatic Preserves Seagrass Monitoring, St. Andrew Bay Aquatic Preserve Seagrass Monitoring|556, 557|892|16|2000|2025|TRUE|31.6460088573484|0.883367160311915|0.145936675518958|No detectable trend|0
40|St. Andrews Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|St. Andrew Bay Aquatic Preserve Seagrass Monitoring|556|413|8|2000|2007|TRUE|88.1358483652798|-1.52267285532729|0.150214851592237|No detectable trend|0
41|St. Joseph Bay Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Central Panhandle Aquatic Preserves Seagrass Monitoring|557|301|14|2006|2025|TRUE|10.713726378739|0.0114082971586227|0.97100829128881|No detectable trend|0
41|St. Joseph Bay Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|Central Panhandle Aquatic Preserves Seagrass Monitoring|557|58|11|2005|2025|TRUE|48.8759408090689|-0.414586101455546|0.576779327137375|No detectable trend|0
41|St. Joseph Bay Aquatic Preserve|No grass in quadrat|Median percent cover (from BB scores)|1|Central Panhandle Aquatic Preserves Seagrass Monitoring|557|40|3|2005|2025|FALSE||||Insufficient data|2
41|St. Joseph Bay Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|Central Panhandle Aquatic Preserves Seagrass Monitoring|557|100|11|2005|2025|TRUE|50.6094726174639|-0.749606334966688|0.279645635169462|No detectable trend|0
41|St. Joseph Bay Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|Central Panhandle Aquatic Preserves Seagrass Monitoring|557|938|12|2005|2025|TRUE|49.4655456784082|0.517957141870631|0.112296480954023|No detectable trend|0
43|St. Martins Marsh Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|1382|29|1997|2025|TRUE|17.6804655370662|-0.177024782821921|0.189234538688251|No detectable trend|0
43|St. Martins Marsh Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|1672|29|1997|2025|TRUE|27.7271498126127|-0.294852695382445|0.098841231894384|No detectable trend|0
43|St. Martins Marsh Aquatic Preserve|Star grass|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|517|27|1997|2025|TRUE|75.9743706418127|-2.19763944366416|0.0405496334355117|Decreasing trend|-1
43|St. Martins Marsh Aquatic Preserve|No grass in quadrat|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|31|8|1997|2025|TRUE||||Model did not fit the available data|3
43|St. Martins Marsh Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|144|14|1997|2025|TRUE|23.5415153240853|-0.163024025941442|0.664088876969403|No detectable trend|0
43|St. Martins Marsh Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|767|29|1997|2025|TRUE|18.9597242583327|-0.168584802053991|0.39005407000185|No detectable trend|0
43|St. Martins Marsh Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|3500|29|1997|2025|TRUE|36.0985627998832|-0.189727253080178|0.20361053790983|No detectable trend|0
44|Terra Ceia Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|20|5|2018|2025|TRUE|131.134112551523|-4.05614620363876|0.374745189273084|No detectable trend|0
44|Terra Ceia Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|760|27|1999|2025|TRUE|25.6800674300704|0.86889910949592|0.00138933333999656|Increasing trend|1
44|Terra Ceia Aquatic Preserve|No grass in quadrat|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|1003|27|1999|2025|TRUE||||Model did not fit the available data|3
44|Terra Ceia Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|2|2|2016|2021|FALSE||||Insufficient data|2
44|Terra Ceia Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|582|26|1999|2025|TRUE|36.7344890625355|0.131532821493016|0.722210605272927|No detectable trend|0
44|Terra Ceia Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|1739|27|1999|2025|TRUE|33.6813297719142|0.284004599679369|0.317855076251355|No detectable trend|0
44|Terra Ceia Aquatic Preserve|Halophila, unk.|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|3|3|2016|2021|FALSE||||Insufficient data|2
