AreaID,ManagedAreaName,ParameterName,SizeClass,HabitatType,ShellType,N_Years,SufficientData,EarliestLiveDate,LatestLiveDate,LastSampleDate,N_Data,Min,Max,Median,Mean,StandardDeviation,Programs,ProgramIDs,Intercept,ModelEstimate,StandardError,LowerConfidence,UpperConfidence,TrendIcon,TrendText
21,Indian River-Malabar to Vero Beach Aquatic Preserve,Percent Live,,Natural,Live Oysters,5,TRUE,2017,2022,2022-08-08T00:00:00Z,90,0,56.79012346,14.81481481,15.8191345947778,14.1268620322967,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,24.8811412663515,-3.38731022167478,0.763119131024734,-4.86473278607223,-1.86361137674068,-1,Decreasing trend
21,Indian River-Malabar to Vero Beach Aquatic Preserve,Shell Height,"",Natural,Dead Oyster Shells,0,FALSE,,,2022-08-08T00:00:00Z,173,0,92,45,44.6271676300578,18.4302112809721,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,,,,,,2,Insufficient data
21,Indian River-Malabar to Vero Beach Aquatic Preserve,Shell Height,"",Natural,Live Oysters,5,TRUE,2017,2022,2022-08-08T00:00:00Z,93,0,24.5,19,18.0268817204301,4.5315114040928,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,,,,,,0,No detectable trend
21,Indian River-Malabar to Vero Beach Aquatic Preserve,Shell Height,>75mm,Natural,Live Oysters,3,FALSE,2018,2021,2021-06-21T00:00:00Z,11,75,83,78,79,2.5298221281347,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,,,,,,2,Insufficient data
21,Indian River-Malabar to Vero Beach Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,5,TRUE,2017,2022,2022-08-08T00:00:00Z,382,25,74,42,43.282722513089,11.7839213790298,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,41.9822530980676,0.593281981269013,0.338228395512935,-0.0559207674509365,1.25682031824017,0,No detectable trend
22,Indian River-Vero Beach to Ft. Pierce Aquatic Preserve,Density,,Natural,Live Oysters,9,TRUE,2016,2025,2025-06-25T00:00:00Z,111,0,1120,384,380.108108108108,278.896245007199,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,789.150475900615,-61.202703803022,24.3284439781192,-116.808098703073,-22.4164437845419,-1,Decreasing trend
22,Indian River-Vero Beach to Ft. Pierce Aquatic Preserve,Percent Live,,Natural,Live Oysters,9,TRUE,2016,2025,2025-06-25T00:00:00Z,524,0,51.85185185,7.40740741,12.0819700835878,11.9455155590839,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,20.0741500777469,-1.78508080668475,0.15777601591175,-2.09062488832441,-1.47795280300835,-1,Decreasing trend
22,Indian River-Vero Beach to Ft. Pierce Aquatic Preserve,Shell Height,"",Natural,Dead Oyster Shells,7,TRUE,,,2025-06-25T00:00:00Z,1818,0,97,23.67,31.0277447744775,16.389836175474,"Historical Oyster Body Size (HOBS) Study, Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)","4016, 5035",,,,,,0,No detectable trend
22,Indian River-Vero Beach to Ft. Pierce Aquatic Preserve,Shell Height,>75mm,Natural,Dead Oyster Shells,7,TRUE,1961,2010,2018-09-13T21:50:58Z,90,75.09,125.69,85.085,88.7348888888889,12.306783663688,Historical Oyster Body Size (HOBS) Study,5035,95.8541143259749,-0.254775831177345,0.0836293401720595,-0.428863379988646,-0.0974001345970778,-1,Decreasing trend
22,Indian River-Vero Beach to Ft. Pierce Aquatic Preserve,Shell Height,25-75mm,Natural,Dead Oyster Shells,7,TRUE,1961,2010,2018-09-13T21:50:58Z,1506,25,74.86,35.065,38.8865338645418,12.3774644784301,Historical Oyster Body Size (HOBS) Study,5035,41.9310917881503,-0.0937775313786716,0.11642828350379,-0.148370364644342,-0.0385293954099802,-1,Decreasing trend
22,Indian River-Vero Beach to Ft. Pierce Aquatic Preserve,Shell Height,"",Natural,Live Oysters,9,TRUE,2016,2025,2025-06-25T00:00:00Z,491,0,24.5,19,17.4327902240326,5.0010523540292,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,,,,,,0,No detectable trend
22,Indian River-Vero Beach to Ft. Pierce Aquatic Preserve,Shell Height,>75mm,Natural,Live Oysters,8,TRUE,2016,2025,2025-06-24T00:00:00Z,79,75,113,82,84.2974683544304,8.32031765116533,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,87.1062969675792,-0.504498840101839,0.326830251709121,-1.16553555471112,0.130950240077453,0,No detectable trend
22,Indian River-Vero Beach to Ft. Pierce Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,9,TRUE,2016,2025,2025-06-25T00:00:00Z,1777,25,74,43,44.7708216094541,12.489031890736,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,45.0178616706729,-0.0464457127697832,0.115759536645762,-0.270744052968751,0.188621464543647,0,No detectable trend
23,Jensen Beach to Jupiter Inlet Aquatic Preserve,Density,,Natural,Live Oysters,4,FALSE,2016,2019,2019-06-11T00:00:00Z,12,16,1120,232,370.666666666667,337.474398580055,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,,,,,,2,Insufficient data
23,Jensen Beach to Jupiter Inlet Aquatic Preserve,Percent Live,,Natural,Live Oysters,5,TRUE,2016,2021,2021-06-30T00:00:00Z,69,0,52.43902439,4.9382716,8.73994649710145,11.2495255453082,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,14.1425215974964,-2.30813704098021,0.783011515493092,-3.81912193150032,-0.747129331649825,-1,Decreasing trend
23,Jensen Beach to Jupiter Inlet Aquatic Preserve,Shell Height,"",Natural,Dead Oyster Shells,0,FALSE,,,2019-06-11T00:00:00Z,161,5,109,34,38.6987577639752,21.9616967342509,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,,,,,,2,Insufficient data
23,Jensen Beach to Jupiter Inlet Aquatic Preserve,Shell Height,"",Natural,Live Oysters,4,FALSE,2016,2019,2019-06-11T00:00:00Z,85,7,24.9,17,16.8776470588235,4.96044776374137,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,,,,,,2,Insufficient data
23,Jensen Beach to Jupiter Inlet Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,4,FALSE,2016,2019,2019-06-11T00:00:00Z,129,25,72,36,37.5581395348837,9.47102239790551,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,,,,,,2,Insufficient data
25,Lemon Bay Aquatic Preserve,Density,,Natural,Live Oysters,16,TRUE,2007,2025,2025-10-10T00:00:00Z,486,0,3968,784,901.695473251029,752.740295475853,Sarasota County Comprehensive Oyster Monitoring Program,972,1322.1998418254,-29.1644802321879,11.2070014616053,-48.0462844244265,-5.56407888293978,-1,Decreasing trend
25,Lemon Bay Aquatic Preserve,Percent Live,,Natural,Live Oysters,17,TRUE,2007,2025,2025-10-10T00:00:00Z,494,0,100,72.4137931,65.0744960430769,23.8981768127081,"Historical Oyster Body Size (HOBS) Study, Sarasota County Comprehensive Oyster Monitoring Program","972, 5035",69.7071571601205,-0.540340727772189,0.16661378215963,-0.862825618358935,-0.210160515390894,-1,Decreasing trend
25,Lemon Bay Aquatic Preserve,Shell Height,"",Natural,Dead Oyster Shells,8,TRUE,1961,2012,2018-10-29T18:16:46Z,870,11.15,24.96,21.31,20.9765977011494,2.75257622381086,Historical Oyster Body Size (HOBS) Study,5035,,,,,,0,No detectable trend
25,Lemon Bay Aquatic Preserve,Shell Height,>75mm,Natural,Dead Oyster Shells,8,TRUE,1961,2012,2018-10-29T18:16:46Z,38,75.03,108.23,79.43,82.0718421052632,7.39684478214544,Historical Oyster Body Size (HOBS) Study,5035,82.6493677984346,0.00907490889611379,0.0564627641986882,-0.107139773603849,0.119607107747495,0,No detectable trend
25,Lemon Bay Aquatic Preserve,Shell Height,25-75mm,Natural,Dead Oyster Shells,8,TRUE,1961,2012,2018-10-29T18:16:46Z,2029,25,74.19,37.91,40.2585510103499,11.5518859885087,Historical Oyster Body Size (HOBS) Study,5035,39.528893959822,0.0250361703027296,0.0136733764564065,-0.00159590288448389,0.0510485688941737,0,No detectable trend
25,Lemon Bay Aquatic Preserve,Shell Height,"",Natural,Live Oysters,1,FALSE,2018,2018,2018-10-29T18:16:46Z,146,4,24,17,15.9315068493151,5.33001589471212,Historical Oyster Body Size (HOBS) Study,5035,,,,,,2,Insufficient data
25,Lemon Bay Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,1,FALSE,2018,2018,2018-10-29T18:16:46Z,152,25,60,32,34.4473684210526,8.37118162332247,Historical Oyster Body Size (HOBS) Study,5035,,,,,,2,Insufficient data
27,Loxahatchee River-Lake Worth Creek Aquatic Preserve,Density,,Natural,Live Oysters,1,FALSE,2008,2008,2008-09-12T00:00:00Z,160,0,313,29,45.325,49.6448455715586,Loxahatchee River Oyster Mapping and Recruitment,4014,,,,,,2,Insufficient data
27,Loxahatchee River-Lake Worth Creek Aquatic Preserve,Percent Live,,Natural,Live Oysters,2,FALSE,2003,2008,2008-09-12T00:00:00Z,173,0,100,82,79.2436057803468,15.5401210253425,Loxahatchee River Oyster Mapping and Recruitment,4014,,,,,,2,Insufficient data
27,Loxahatchee River-Lake Worth Creek Aquatic Preserve,Shell Height,"",Natural,Dead Oyster Shells,0,FALSE,,,2013-09-05T00:00:00Z,2041,4,130,46,47.4786869181774,20.9373402584593,Loxahatchee River Oyster Mapping and Recruitment,4014,,,,,,2,Insufficient data
27,Loxahatchee River-Lake Worth Creek Aquatic Preserve,Shell Height,"",Natural,Live Oysters,2,FALSE,2008,2013,2013-09-05T00:00:00Z,1029,2,24,15,14.8921282798834,5.5668056491384,Loxahatchee River Oyster Mapping and Recruitment,4014,,,,,,2,Insufficient data
27,Loxahatchee River-Lake Worth Creek Aquatic Preserve,Shell Height,>75mm,Natural,Live Oysters,2,FALSE,2008,2013,2013-08-15T00:00:00Z,278,75,150,80,83.7769784172662,9.1304569582623,Loxahatchee River Oyster Mapping and Recruitment,4014,,,,,,2,Insufficient data
27,Loxahatchee River-Lake Worth Creek Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,2,FALSE,2008,2013,2013-09-05T00:00:00Z,3465,25,74,45,46.1151515151515,12.7479457040135,Loxahatchee River Oyster Mapping and Recruitment,4014,,,,,,2,Insufficient data
29,Mosquito Lagoon Aquatic Preserve,Density,,Natural,Live Oysters,2,FALSE,2015,2016,2016-06-05T00:00:00Z,120,48,2928,800,980.933333333333,641.573849156563,Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment,5017,,,,,,2,Insufficient data
29,Mosquito Lagoon Aquatic Preserve,Percent Live,,Natural,Live Oysters,2,FALSE,2015,2016,2016-06-05T00:00:00Z,120,10,87,43,45.2,16.277323505546,Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment,5017,,,,,,2,Insufficient data
29,Mosquito Lagoon Aquatic Preserve,Shell Height,"",Natural,Live Oysters,2,FALSE,2015,2016,2016-06-05T00:00:00Z,850,1,24.9,17.7,15.5301176470588,7.07471226118805,Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment,5017,,,,,,2,Insufficient data
29,Mosquito Lagoon Aquatic Preserve,Shell Height,>75mm,Natural,Live Oysters,2,FALSE,2015,2016,2016-06-05T00:00:00Z,634,75,136,84,86.3977917981073,9.98984926428283,Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment,5017,,,,,,2,Insufficient data
29,Mosquito Lagoon Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,2,FALSE,2015,2016,2016-06-05T00:00:00Z,3304,25,74.9,46,47.4231840193705,14.0080319949166,Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment,5017,,,,,,2,Insufficient data
30,Nassau River-St. Johns River Marshes Aquatic Preserve,Density,,Natural,Live Oysters,1,FALSE,2016,2016,2016-07-25T00:00:00Z,42,80,2416,552,778.666666666667,609.453120175012,Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment,5017,,,,,,2,Insufficient data
30,Nassau River-St. Johns River Marshes Aquatic Preserve,Percent Live,,Natural,Live Oysters,1,FALSE,2016,2016,2016-07-25T00:00:00Z,43,10,46,26,24.6976744186047,8.86548922647849,Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment,5017,,,,,,2,Insufficient data
30,Nassau River-St. Johns River Marshes Aquatic Preserve,Shell Height,"",Natural,Live Oysters,1,FALSE,2016,2016,2016-07-25T00:00:00Z,206,4.7,24.9,19,17.9053398058252,5.17520548724283,Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment,5017,,,,,,2,Insufficient data
30,Nassau River-St. Johns River Marshes Aquatic Preserve,Shell Height,>75mm,Natural,Live Oysters,1,FALSE,2016,2016,2016-07-13T00:00:00Z,144,75,164.3,84.35,89.9034722222222,16.4200517583677,Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment,5017,,,,,,2,Insufficient data
30,Nassau River-St. Johns River Marshes Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,1,FALSE,2016,2016,2016-07-25T00:00:00Z,1100,25,74.9,44.2,45.6895454545455,13.1024454292442,Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment,5017,,,,,,2,Insufficient data
48,Nature Coast Aquatic Preserve,Density,,Natural,Live Oysters,1,FALSE,2018,2018,2018-04-02T00:00:00Z,1,2800,2800,2800,2800,,"Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems",5074,,,,,,2,Insufficient data
48,Nature Coast Aquatic Preserve,Percent Live,,Natural,Live Oysters,1,FALSE,2018,2018,2018-04-02T00:00:00Z,1,76,76,76,76,,"Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems",5074,,,,,,2,Insufficient data
48,Nature Coast Aquatic Preserve,Shell Height,"",Natural,Live Oysters,1,FALSE,2016,2016,2016-07-25T00:00:00Z,25,14.36,24.67,20.33,20.4436,2.74999527272321,Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data,5070,,,,,,2,Insufficient data
48,Nature Coast Aquatic Preserve,Shell Height,>75mm,Natural,Live Oysters,1,FALSE,2016,2016,2016-07-25T00:00:00Z,56,75.11,97.01,80.975,82.1875,6.51279391240461,Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data,5070,,,,,,2,Insufficient data
48,Nature Coast Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,2,FALSE,2016,2018,2018-04-02T00:00:00Z,503,25.09,73.96,47.85,49.1582703777336,12.6085935245683,"Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems, Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data","5070, 5074",,,,,,2,Insufficient data
34,Pine Island Sound Aquatic Preserve,Density,,Natural,Live Oysters,11,TRUE,2015,2026,2026-03-05T00:00:00Z,128,0,3824,152,454.1640625,669.322313013937,SCCF Oyster Restoration Monitoring,4012,274.336660437506,17.882112888606,15.2704493856814,-8.34476822146525,51.7997801022434,0,No detectable trend
34,Pine Island Sound Aquatic Preserve,Density,,Restored,Live Oysters,11,TRUE,2015,2026,2026-03-05T00:00:00Z,76,0,2048,112,333.842105263158,528.602384977129,SCCF Oyster Restoration Monitoring,4012,825.975235174139,-65.9106066413041,23.7363960515205,-120.243240873413,-30.4834872556024,-1,Decreasing trend
34,Pine Island Sound Aquatic Preserve,Percent Live,,Natural,Live Oysters,7,TRUE,2019,2026,2026-03-05T00:00:00Z,44,0,97.14285714,74.550189395,62.8910108836364,30.5484100075933,SCCF Oyster Restoration Monitoring,4012,45.2301814904988,6.15035579352842,1.66137654056628,2.7808635888116,9.35026955333193,1,Increasing trend
34,Pine Island Sound Aquatic Preserve,Percent Live,,Restored,Live Oysters,7,TRUE,2019,2026,2026-03-05T00:00:00Z,51,0,100,57.77777778,59.0629794535294,27.8058818995673,SCCF Oyster Restoration Monitoring,4012,45.3440148673319,4.36382237079475,1.5144279104682,1.28788628657169,7.38951214845499,1,Increasing trend
34,Pine Island Sound Aquatic Preserve,Shell Height,"",Natural,Live Oysters,10,TRUE,2016,2026,2026-03-05T00:00:00Z,1303,0,24.965,16.38,15.9053775901765,5.48677804219849,SCCF Oyster Restoration Monitoring,4012,,,,,,0,No detectable trend
34,Pine Island Sound Aquatic Preserve,Shell Height,"",Restored,Live Oysters,10,TRUE,2016,2026,2026-03-05T00:00:00Z,1944,2.25,24.97,8.51,10.6090643004115,5.74463411679569,SCCF Oyster Restoration Monitoring,4012,,,,,,0,No detectable trend
34,Pine Island Sound Aquatic Preserve,Shell Height,>75mm,Natural,Live Oysters,9,TRUE,2016,2026,2026-03-05T00:00:00Z,61,75.083,106.36,80.2,82.365393442623,7.29017063650019,SCCF Oyster Restoration Monitoring,4012,83.2690704490288,-0.0981957526934971,0.276077370450405,-0.601771971809989,0.457392591226243,0,No detectable trend
34,Pine Island Sound Aquatic Preserve,Shell Height,>75mm,Restored,Live Oysters,5,TRUE,2017,2022,2022-02-26T00:00:00Z,27,75.39,116.62,86.68,88.9455555555556,11.334528029037,SCCF Oyster Restoration Monitoring,4012,84.1102310622096,6.0640009303531,2.5304489923745,1.46105601533838,11.1912216966248,1,Increasing trend
34,Pine Island Sound Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,10,TRUE,2016,2026,2026-03-05T00:00:00Z,1596,25,74.93,40.8455,43.138570802005,12.8926561175789,SCCF Oyster Restoration Monitoring,4012,45.6454783576358,-0.532933130200388,0.0886714715984896,-0.708004230716281,-0.355554016088574,-1,Decreasing trend
34,Pine Island Sound Aquatic Preserve,Shell Height,25-75mm,Restored,Live Oysters,9,TRUE,2017,2026,2026-03-05T00:00:00Z,454,25.1,74.69,37.65,41.305731277533,13.5852117908497,SCCF Oyster Restoration Monitoring,4012,43.0317068238282,-0.929690672592151,0.997657137761666,-1.34154182661581,-0.47398369935232,-1,Decreasing trend
35,Pinellas County Aquatic Preserve,Density,,Natural,Live Oysters,2,FALSE,2017,2018,2018-12-31T00:00:00Z,40,0,3920,768,1068,892.636544176856,Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data,4020,,,,,,2,Insufficient data
35,Pinellas County Aquatic Preserve,Percent Live,,Natural,Live Oysters,2,FALSE,2017,2018,2018-12-31T00:00:00Z,40,0,49,24,24.491667,13.2933747657289,Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data,4020,,,,,,2,Insufficient data
35,Pinellas County Aquatic Preserve,Shell Height,"",Natural,Live Oysters,2,FALSE,2017,2018,2018-12-31T00:00:00Z,588,2,24,16,15.3350340136054,5.78121823891193,Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data,4020,,,,,,2,Insufficient data
35,Pinellas County Aquatic Preserve,Shell Height,>75mm,Natural,Live Oysters,2,FALSE,2017,2018,2018-12-31T00:00:00Z,9,75,85,80,80.3333333333333,3,Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data,4020,,,,,,2,Insufficient data
35,Pinellas County Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,2,FALSE,2017,2018,2018-12-31T00:00:00Z,991,25,74,38,39.7467204843592,10.8980318323894,Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data,4020,,,,,,2,Insufficient data
43,St. Martins Marsh Aquatic Preserve,Density,,Natural,Live Oysters,1,FALSE,2018,2018,2018-04-02T00:00:00Z,6,464,1792,1452,1320,494.649775093449,"Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems",5074,,,,,,2,Insufficient data
43,St. Martins Marsh Aquatic Preserve,Percent Live,,Natural,Live Oysters,1,FALSE,2018,2018,2018-04-02T00:00:00Z,11,68,96,92,89.8181818181818,7.66574434504806,"Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems",5074,,,,,,2,Insufficient data
43,St. Martins Marsh Aquatic Preserve,Shell Height,"",Natural,Dead Oyster Shells,0,FALSE,,,2013-06-17T00:00:00Z,1673,6.71,169.18,78.18,80.2596413628213,19.5977228468104,Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data,5072,,,,,,2,Insufficient data
43,St. Martins Marsh Aquatic Preserve,Shell Height,"",Natural,Live Oysters,2,FALSE,2016,2018,2018-04-02T00:00:00Z,135,10.92,24.99,21.27,20.2497777777778,3.96010995374764,"Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems, Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data","5070, 5074",,,,,,2,Insufficient data
43,St. Martins Marsh Aquatic Preserve,Shell Height,>75mm,Natural,Live Oysters,2,FALSE,2016,2018,2018-04-02T00:00:00Z,304,75,112,81,82.9376973684211,7.51442673807132,"Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems, Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data","5070, 5074",,,,,,2,Insufficient data
43,St. Martins Marsh Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,2,FALSE,2016,2018,2018-04-02T00:00:00Z,2679,25,74.96,50.3,50.8337961926092,12.172986454158,"Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems, Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data","5070, 5074",,,,,,2,Insufficient data
45,Tomoka Marsh Aquatic Preserve,Density,,Natural,Live Oysters,1,FALSE,2015,2015,2015-07-17T00:00:00Z,5,0,64,32,28.8,23.7318351587061,Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment,5017,,,,,,2,Insufficient data
45,Tomoka Marsh Aquatic Preserve,Percent Live,,Natural,Live Oysters,1,FALSE,2015,2015,2015-07-17T00:00:00Z,5,1,14,2,5.8,5.84807660688538,Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment,5017,,,,,,2,Insufficient data
45,Tomoka Marsh Aquatic Preserve,Shell Height,"",Natural,Live Oysters,1,FALSE,2015,2015,2015-07-17T00:00:00Z,10,0,22.9,8.65,10.05,7.24342613838384,Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment,5017,,,,,,2,Insufficient data
47,Yellow River Marsh Aquatic Preserve,Density,,Natural,Live Oysters,1,FALSE,2013,2013,2013-02-19T00:00:00Z,9,0,6,1,1.66666666666667,2.06155281280883,Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling,5073,,,,,,2,Insufficient data
47,Yellow River Marsh Aquatic Preserve,Density,,Restored,Live Oysters,5,TRUE,2017,2023,2023-11-08T00:00:00Z,75,0,336,88,93.44,90.5804465505514,NRDA Oyster Cultch Recovery Project,4044,72.6497297352554,11.1429018905372,10.1081292417199,-4.61971389727826,35.8658152767745,0,No detectable trend
47,Yellow River Marsh Aquatic Preserve,Percent Live,,Restored,Live Oysters,5,TRUE,2017,2023,2023-11-08T00:00:00Z,75,0,100,95.83333333,72.2000685489333,39.1379870105359,NRDA Oyster Cultch Recovery Project,4044,55.1111897744356,6.75295725783273,1.80769460692198,3.23634486817073,10.427622235462,1,Increasing trend
47,Yellow River Marsh Aquatic Preserve,Shell Height,"",Natural,Live Oysters,1,FALSE,2013,2013,2013-02-19T00:00:00Z,9,7,18,13,12.8888888888889,3.75647588986155,Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling,5073,,,,,,2,Insufficient data
47,Yellow River Marsh Aquatic Preserve,Shell Height,"",Restored,Live Oysters,5,TRUE,2017,2023,2023-11-08T00:00:00Z,758,2,24,19,17.6081794195251,5.68906217097365,NRDA Oyster Cultch Recovery Project,4044,,,,,,0,No detectable trend
47,Yellow River Marsh Aquatic Preserve,Shell Height,>75mm,Natural,Live Oysters,1,FALSE,2013,2013,2013-02-19T00:00:00Z,4,81,102,93,92.25,10.3400515794974,Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling,5073,,,,,,2,Insufficient data
47,Yellow River Marsh Aquatic Preserve,Shell Height,>75mm,Restored,Live Oysters,1,FALSE,2019,2019,2019-11-20T00:00:00Z,1,76,76,76,76,,NRDA Oyster Cultch Recovery Project,4044,,,,,,2,Insufficient data
47,Yellow River Marsh Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,1,FALSE,2013,2013,2013-02-19T00:00:00Z,5,29,71,51,49.2,18.5256578830551,Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling,5073,,,,,,2,Insufficient data
47,Yellow River Marsh Aquatic Preserve,Shell Height,25-75mm,Restored,Live Oysters,5,TRUE,2017,2023,2023-11-08T00:00:00Z,993,25,74,30,31.3846928499497,5.9906721285456,NRDA Oyster Cultch Recovery Project,4044,30.2863277169056,0.330038809974366,0.0767760168906248,0.17668848741556,0.483491193675861,1,Increasing trend
