System|Type|ParameterName|RelativeDepth|ActivityType|SufficientData|N_Data|N_Years|EarliestYear|LatestYear|EarliestSampleDate|LastSampleDate|Median|Independent|tau|p|SennSlope|SennIntercept|ChiSquared|pChiSquared|Trend
Econfina|Estuary|Colored Dissolved Organic Matter|All|Lab|FALSE|3|2|2018|2019|2018-03-27T11:00:00Z|2019-10-14T11:45:00Z|54||||||||
Econfina|River|Colored Dissolved Organic Matter|All|Lab|FALSE|24|4|2020|2023|2020-02-05T13:35:00Z|2023-07-12T12:45:00Z|395||||||||
Horseshoe Beach|Estuary|Colored Dissolved Organic Matter|All|Lab|FALSE|9|2|2020|2021|2020-01-15T13:15:00Z|2021-04-03T15:10:00Z|20||||||||
Keaton Beach|Estuary|Colored Dissolved Organic Matter|All|Lab|FALSE|1|1|2022|2022|2022-07-26T10:15:00Z|2022-07-26T10:15:00Z|170||||||||
St. Marks|Estuary|Colored Dissolved Organic Matter|All|Lab|FALSE|8|3|2001|2018|2001-04-22T00:00:00Z|2018-04-05T00:00:00Z|11.5||||||||
St. Marks|River|Colored Dissolved Organic Matter|All|Lab|TRUE|1936|23|2001|2023|2001-01-08T00:00:00Z|2023-07-19T11:00:00Z|15.2|TRUE|0.2933|0.0000|0.501073232323232|1.82621745173509|4.4524|0.9548|1
Steinhatchee|Estuary|Colored Dissolved Organic Matter|All|Lab|FALSE|18|5|2019|2023|2019-09-25T14:51:00Z|2023-03-23T14:33:00Z|39.8963||||||||
Steinhatchee|River|Colored Dissolved Organic Matter|All|Lab|FALSE|17|5|2019|2023|2019-09-25T13:30:00Z|2023-03-23T13:13:00Z|227.16661072||||||||
Suwanee|Estuary|Colored Dissolved Organic Matter|All|Lab|FALSE|51|4|2020|2023|2020-02-13T08:27:00Z|2023-02-21T13:58:00Z|76.29987||||||||
Suwanee|River|Colored Dissolved Organic Matter|All|Lab|FALSE|80|6|2002|2023|2002-01-29T00:00:00Z|2023-08-10T10:55:00Z|8.5||||||||
Waccasassa|Estuary|Colored Dissolved Organic Matter|All|Lab|FALSE|62|7|2017|2024|2017-08-21T12:43:00Z|2024-02-16T10:56:00Z|13.63||||||||
Waccasassa|River|Colored Dissolved Organic Matter|All|Lab|FALSE|35|7|2017|2023|2017-08-22T10:55:00Z|2023-07-11T13:40:00Z|94||||||||
Aucilla|Estuary|Chlorophyll a, Corrected for Pheophytin|All|Lab|FALSE|41|6|2010|2021|2010-09-20T09:25:00Z|2021-12-28T09:30:00Z|1.6||||||||
Aucilla|River|Chlorophyll a, Corrected for Pheophytin|All|Lab|TRUE|365|25|1999|2023|1999-10-06T09:53:00Z|2023-07-12T13:10:00Z|0.85|TRUE|-0.1676|0.0002|-0.00523809523809524|0.906904761904762|5.7828|0.8875|-1
Cedar Key|Estuary|Chlorophyll a, Corrected for Pheophytin|All|Lab|TRUE|458|18|1997|2023|1997-01-30T11:05:00Z|2023-07-30T16:05:00Z|9.9|TRUE|-0.079|0.4199|-0.0560386473429952|13.8303189210288|12.1834|0.35|0
Econfina|Estuary|Chlorophyll a, Corrected for Pheophytin|All|Lab|FALSE|30|6|2011|2019|2011-02-16T12:30:00Z|2019-10-14T11:45:00Z|3.65||||||||
Econfina|River|Chlorophyll a, Corrected for Pheophytin|All|Lab|TRUE|289|23|1999|2023|1999-10-06T12:14:00Z|2023-07-12T12:45:00Z|0.85|TRUE|-0.2574|0.0000|-0.00818181818181818|0.8989375|6.6463|0.827|-1
Horseshoe Beach|Estuary|Chlorophyll a, Corrected for Pheophytin|All|Lab|TRUE|207|10|2012|2024|2012-03-21T12:25:00Z|2024-02-08T10:06:00Z|9.2|TRUE|-0.0261|1.0000|-0.0130208333333333|6.18354166666667|15.478|0.1616|0
Keaton Beach|Estuary|Chlorophyll a, Corrected for Pheophytin|All|Lab|FALSE|125|9|2010|2024|2010-05-25T14:11:00Z|2024-02-21T11:43:00Z|1.4||||||||
St. Marks|Estuary|Chlorophyll a, Corrected for Pheophytin|All|Lab|FALSE|99|8|2005|2018|2005-10-04T13:15:00Z|2018-11-15T12:40:00Z|2.3||||||||
St. Marks|River|Chlorophyll a, Corrected for Pheophytin|All|Lab|TRUE|1138|25|1999|2023|1999-10-11T11:00:00Z|2023-07-19T11:00:00Z|0.66|TRUE|-0.3377|0.0000|-0.02175|1.05972249278499|5.3408|0.9135|-1
Steinhatchee|Estuary|Chlorophyll a, Corrected for Pheophytin|All|Lab|TRUE|175|12|2001|2024|2001-11-15T14:53:00Z|2024-02-21T10:34:00Z|2.1|TRUE|0.2287|0.1332|0.0513333333333333|0.324706101190476|5.0638|0.928|0
Steinhatchee|River|Chlorophyll a, Corrected for Pheophytin|All|Lab|TRUE|67|12|2002|2023|2002-07-30T11:15:00Z|2023-03-23T13:13:00Z|1.1|TRUE|-0.013|0.7579|0|1.0234375|||0
Suwanee|Estuary|Chlorophyll a, Corrected for Pheophytin|All|Lab|TRUE|667|18|1995|2024|1995-10-03T11:32:00Z|2024-02-08T09:42:00Z|2.2|TRUE|0.2724|0.0000|0.119372423245614|1.91975569244949|13.4477|0.2651|1
Suwanee|River|Chlorophyll a, Corrected for Pheophytin|All|Lab|TRUE|135|20|1999|2023|1999-10-11T11:14:00Z|2023-05-04T11:50:00Z|1|TRUE|0.1206|0.0812|0.00976190476190476|0.898900162337663|7.2577|0.7778|0
Waccasassa|Estuary|Chlorophyll a, Corrected for Pheophytin|All|Lab|TRUE|301|14|2011|2024|2011-02-17T13:00:00Z|2024-01-18T10:03:00Z|4.8|TRUE|-0.1326|0.4236|-0.0862500000000001|6.0125|18.22|0.0766|0
Waccasassa|River|Chlorophyll a, Corrected for Pheophytin|All|Lab|TRUE|358|26|1999|2024|1999-10-11T15:53:00Z|2024-01-18T09:35:00Z|1.4|TRUE|0.0869|0.0466|0.0142857142857142|1.06772727272727|7.4171|0.7644|1
Aucilla|Estuary|Turbidity|All|Lab|FALSE|42|6|2010|2021|2010-09-20T09:25:00Z|2021-12-28T09:30:00Z|1.2||||||||
Aucilla|River|Turbidity|All|Lab|TRUE|832|31|1994|2024|1994-10-07T11:19:00Z|2024-01-25T09:55:00Z|1|TRUE|0.0089|0.8579|0.000625000000000005|1.13164360615079|6.1984|0.8598|0
Cedar Key|Estuary|Turbidity|All|Lab|TRUE|13310|24|1995|2022|1995-01-05T09:30:00Z|2022-06-01T08:30:00Z|6.1|TRUE|0.0503|0.2974|0.0449062049062049|7.94308708498474|5.3853|0.9111|0
Econfina|Estuary|Turbidity|All|Lab|FALSE|32|6|2011|2019|2011-02-16T12:30:00Z|2019-10-14T11:45:00Z|1.75||||||||
Econfina|River|Turbidity|All|Lab|TRUE|468|31|1990|2023|1990-02-09T18:18:00Z|2023-07-12T12:45:00Z|2.2|TRUE|0.0844|0.0263|0.016|2.01829656862745|10.7116|0.4677|1
Horseshoe Beach|Estuary|Turbidity|All|Lab|TRUE|10402|27|1995|2024|1995-01-10T09:00:00Z|2024-02-08T10:06:00Z|2.8|TRUE|0.0059|0.8383|0.00349447828485095|3.61388256141516|7.3381|0.7711|0
Keaton Beach|Estuary|Turbidity|All|Lab|FALSE|54|7|2010|2024|2010-05-25T14:11:00Z|2024-02-21T11:43:00Z|1.05||||||||
St. Marks|Estuary|Turbidity|All|Lab|TRUE|452|11|2005|2018|2005-10-04T13:15:00Z|2018-11-15T12:40:00Z|1.5|TRUE|0.1664|0.2495|0.0380952380952381|1.60541666666667|10.3724|0.4972|0
St. Marks|River|Turbidity|All|Lab|TRUE|774|27|1992|2023|1992-02-13T15:10:00Z|2023-07-19T11:00:00Z|0.75|TRUE|0.0415|0.3553|0.00294117647058823|0.729270833333333|10.0769|0.5235|0
Steinhatchee|Estuary|Turbidity|All|Lab|TRUE|178|25|1994|2024|1994-10-06T14:15:00Z|2024-02-21T10:34:00Z|1.35732|TRUE|-0.0931|0.2396|-0.0173372222222222|2.32536786458333|2.534|0.9956|0
Steinhatchee|River|Turbidity|All|Lab|TRUE|54|12|2001|2023|2001-10-30T12:00:00Z|2023-03-23T13:13:00Z|1.858745|TRUE|0.0667|1.0000|0|2.06|4.0242|0.8549|0
Suwanee|Estuary|Turbidity|All|Lab|TRUE|10060|33|1990|2024|1990-02-13T11:30:00Z|2024-02-08T09:42:00Z|2.6|TRUE|0.0744|0.0664|0.0181805467502583|3.03103000013023|11.5616|0.3975|0
Suwanee|River|Turbidity|All|Lab|TRUE|667|33|1990|2023|1990-02-13T12:10:00Z|2023-08-10T10:55:00Z|1.65|TRUE|-0.0963|0.0267|-0.0155050505050505|1.78415868454662|8.2426|0.6914|-1
Waccasassa|Estuary|Turbidity|All|Lab|TRUE|4584|27|1995|2024|1995-01-12T10:53:00Z|2024-01-18T10:03:00Z|5|TRUE|0.1043|0.0384|0.0701773607655961|5.28396164413175|6.4182|0.8441|1
Waccasassa|River|Turbidity|All|Lab|TRUE|591|30|1995|2024|1995-01-31T11:55:00Z|2024-01-18T09:35:00Z|2.5|TRUE|-0.1286|0.0021|-0.0297058823529412|2.68326923076923|7.9943|0.7138|-1
Aucilla|Estuary|Total Suspended Solids|All|All|FALSE|47|6|2010|2021|2010-11-17T11:15:00Z|2021-12-28T09:30:00Z|6||||||||
Aucilla|River|Total Suspended Solids|All|All|TRUE|525|31|1994|2024|1994-10-07T11:19:00Z|2024-01-25T09:55:00Z|4|TRUE|-0.1091|0.0061|0|3.83333333333333|14.7922|0.1922|-1
Cedar Key|Estuary|Total Suspended Solids|All|All|FALSE|48|4|1995|2013|1995-10-10T11:56:00Z|2013-06-26T13:25:00Z|34||||||||
Econfina|Estuary|Total Suspended Solids|All|All|FALSE|33|6|2011|2019|2011-02-16T12:30:00Z|2019-10-14T11:45:00Z|4||||||||
Econfina|River|Total Suspended Solids|All|All|TRUE|363|31|1990|2023|1990-02-09T18:18:00Z|2023-07-12T12:45:00Z|4|TRUE|-0.1299|0.0017|0|4|12.2195|0.3474|-1
Horseshoe Beach|Estuary|Total Suspended Solids|All|All|FALSE|2|1|2017|2017|2017-04-12T12:15:00Z|2017-08-10T11:50:00Z|4.5||||||||
Keaton Beach|Estuary|Total Suspended Solids|All|All|FALSE|3|2|2010|2022|2010-05-25T14:11:00Z|2022-07-26T10:15:00Z|7||||||||
St. Marks|Estuary|Total Suspended Solids|All|All|FALSE|100|8|2005|2018|2005-10-04T13:15:00Z|2018-11-15T12:40:00Z|8||||||||
St. Marks|River|Total Suspended Solids|All|All|TRUE|759|27|1992|2023|1992-02-13T15:10:00Z|2023-07-19T11:00:00Z|3|TRUE|-0.4865|0.0000|-0.1|5.803125|5.1413|0.9241|-1
Steinhatchee|Estuary|Total Suspended Solids|All|All|FALSE|22|7|1994|2020|1994-10-06T14:15:00Z|2020-08-25T10:45:00Z|6.5||||||||
Steinhatchee|River|Total Suspended Solids|All|All|FALSE|23|7|2001|2022|2001-10-30T12:00:00Z|2022-05-02T12:05:00Z|4||||||||
Suwanee|Estuary|Total Suspended Solids|All|All|FALSE|381|9|1990|2001|1990-02-13T11:30:00Z|2001-10-29T12:06:00Z|6||||||||
Suwanee|River|Total Suspended Solids|All|All|TRUE|248|31|1990|2023|1990-02-13T12:10:00Z|2023-08-10T10:55:00Z|4|TRUE|-0.1893|0.0025|-0.00980392156862747|4|6.2547|0.8558|-1
Waccasassa|Estuary|Total Suspended Solids|All|All|FALSE|18|1|2011|2011|2011-02-17T13:00:00Z|2011-12-20T11:20:00Z|33||||||||
Waccasassa|River|Total Suspended Solids|All|All|TRUE|304|26|1998|2023|1998-10-22T13:47:00Z|2023-07-11T13:40:00Z|4|TRUE|-0.3086|0.0000|-0.0555555555555556|4.65895897832817|9.579|0.5686|-1
Aucilla|Estuary|Total Nitrogen|All|Lab|FALSE|41|6|2010|2021|2010-09-20T09:25:00Z|2021-12-28T09:30:00Z|0.448||||||||
Aucilla|River|Total Nitrogen|All|Lab|TRUE|703|30|1993|2024|1993-10-18T00:00:00Z|2024-01-25T09:55:00Z|0.343|TRUE|0.3213|0.0000|0.0137580434782609|0.205574761904762|3.9203|0.9722|1
Cedar Key|Estuary|Total Nitrogen|All|Lab|TRUE|512|17|2000|2023|2000-07-27T00:00:00Z|2023-07-30T16:05:00Z|0.574|TRUE|-0.2344|0.0001|-0.018125|0.969445279761905|14.9786|0.1835|-1
Econfina|Estuary|Total Nitrogen|All|Lab|FALSE|42|8|2004|2019|2004-07-08T00:00:00Z|2019-10-14T11:45:00Z|0.634||||||||
Econfina|River|Total Nitrogen|All|Lab|TRUE|359|26|1990|2023|1990-02-09T18:18:00Z|2023-07-12T12:45:00Z|0.9|TRUE|0.0411|0.4320|0.00388888888888889|0.775644871794872|5.1871|0.9218|0
Horseshoe Beach|Estuary|Total Nitrogen|All|Lab|TRUE|209|11|2002|2024|2002-07-30T00:00:00Z|2024-02-08T10:06:00Z|0.744|TRUE|-0.3|0.0364|-0.0244666666666667|1.093496875|13.2343|0.2783|-1
Keaton Beach|Estuary|Total Nitrogen|All|Lab|FALSE|127|9|2010|2024|2010-05-25T14:11:00Z|2024-02-21T11:43:00Z|0.464||||||||
St. Marks|Estuary|Total Nitrogen|All|Lab|TRUE|143|10|2001|2018|2001-04-22T00:00:00Z|2018-11-15T12:40:00Z|0.332|TRUE|0.061|0.8026|0.0044771875|0.3330625|11.8371|0.2961|0
St. Marks|River|Total Nitrogen|All|Lab|TRUE|4021|29|1992|2023|1992-02-13T15:10:00Z|2023-07-19T11:00:00Z|0.3|TRUE|-0.0963|0.0162|-0.00218284382284382|0.343232686360509|10.7966|0.4605|-1
Steinhatchee|Estuary|Total Nitrogen|All|Lab|TRUE|187|18|2002|2024|2002-03-13T13:20:00Z|2024-02-21T10:34:00Z|0.5|TRUE|-0.2807|0.0247|-0.0116666666666667|0.84108181511471|6.4152|0.8443|-1
Steinhatchee|River|Total Nitrogen|All|Lab|TRUE|51|12|2001|2022|2001-10-30T12:00:00Z|2022-05-02T12:05:00Z|0.654|TRUE|0.3561|0.0287|0.0187395833333333|0.24375|10.8228|0.3715|1
Suwanee|Estuary|Total Nitrogen|All|Lab|TRUE|439|19|1990|2024|1990-02-13T11:30:00Z|2024-02-08T09:42:00Z|1.1|TRUE|-0.1975|0.0036|-0.0115333333333333|1.26862978622004|14.2491|0.2195|-1
Suwanee|River|Total Nitrogen|All|Lab|TRUE|308|25|1990|2023|1990-02-13T12:10:00Z|2023-05-04T11:50:00Z|1.335|TRUE|0.2717|0.0000|0.0172727272727273|1.10153563348416|8.7374|0.6461|1
Waccasassa|Estuary|Total Nitrogen|All|Lab|TRUE|307|14|2011|2024|2011-02-17T13:00:00Z|2024-01-18T10:03:00Z|0.651|TRUE|-0.4519|0.0000|-0.0222638888888889|0.839138888888889|6.1105|0.8659|-1
Waccasassa|River|Total Nitrogen|All|Lab|TRUE|346|27|1998|2024|1998-11-11T12:00:00Z|2024-01-18T09:35:00Z|0.77|TRUE|0.2262|0.0000|0.0125|0.5198|12.2254|0.3469|1
