AreaID,ManagedAreaName,ParameterName,RelativeDepth,ActivityType,SufficientData,N_Data,N_Years,EarliestYear,LatestYear,EarliestSampleDate,LastSampleDate,Median,Independent,tau,p,SenSlope,SenIntercept,ChiSquared,pChiSquared,ub,lb,Trend,Website,TrendIcon,TrendText
11,Cockroach Bay Aquatic Preserve,Dissolved Oxygen,All,Field,TRUE,26176,37,1989,2025,1989-04-19T00:00:00Z,2025-11-25T08:25:00Z,5.3,TRUE,-0.18273,0,-0.02448,6.36435,16.7214,0.1164,-0.016,-0.03269,-1,1,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,Dissolved Oxygen,Bottom,Field,TRUE,5005,29,1995,2025,1995-09-19T09:43:00Z,2025-11-25T08:25:00Z,4.17,TRUE,-0.03455,0.40293,-0.00589,5.33682,9.7488,0.5531,0.00816,-0.01978,0,0,0,No detectable trend
11,Cockroach Bay Aquatic Preserve,Dissolved Oxygen,Surface,Field,TRUE,17247,37,1989,2025,1989-04-19T00:00:00Z,2025-11-19T11:23:00Z,5.63,TRUE,-0.14905,0.00002,-0.02047,6.47297,11.0156,0.442,-0.01175,-0.02906,-1,0,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,Dissolved Oxygen Saturation,All,Field,TRUE,11424,31,1993,2025,1993-09-20T10:50:00Z,2025-11-25T08:25:00Z,59.5,TRUE,-0.15554,0.00058,-0.32669,72.78276,9.7025,0.5573,-0.12964,-0.47349,-1,1,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,Dissolved Oxygen Saturation,Bottom,Field,TRUE,4966,29,1995,2025,1995-09-19T09:43:00Z,2025-11-25T08:25:00Z,55.3,TRUE,-0.10598,0.02964,-0.18298,67.17597,5.1963,0.9213,-0.01119,-0.35141,-1,0,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,Dissolved Oxygen Saturation,Surface,Field,TRUE,5229,31,1993,2025,1993-09-20T10:50:00Z,2025-11-19T11:23:00Z,62.3,TRUE,-0.09086,0.03792,-0.17628,71.14907,7.7725,0.7335,-0.00567,-0.36615,-1,0,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,Salinity,All,All,TRUE,26193,41,1963,2025,1963-09-05T00:00:00Z,2025-11-25T08:25:00Z,12.3,TRUE,-0.22795,0,-0.19213,22.15758,5.9098,0.8793,-0.1378,-0.24797,-1,1,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,Salinity,All,Field,TRUE,26193,41,1963,2025,1963-09-05T00:00:00Z,2025-11-25T08:25:00Z,12.3,TRUE,-0.22795,0,-0.19213,22.15758,5.9098,0.8793,-0.1378,-0.24797,-1,0,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,Salinity,Bottom,All,TRUE,5007,29,1995,2025,1995-09-19T09:43:00Z,2025-11-25T08:25:00Z,7.46,TRUE,-0.31591,0,-0.37278,18.71383,4.0365,0.9688,-0.29123,-0.45829,-1,0,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,Salinity,Bottom,Field,TRUE,5006,29,1995,2025,1995-09-19T09:43:00Z,2025-11-25T08:25:00Z,7.455,TRUE,-0.31658,0,-0.37042,18.67394,3.954,0.9712,-0.28807,-0.45675,-1,0,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,Salinity,Surface,All,TRUE,17224,41,1963,2025,1963-09-05T00:00:00Z,2025-11-19T11:23:00Z,13.9,TRUE,-0.1915,0,-0.16309,21.52913,7.9884,0.7143,-0.10545,-0.21997,-1,0,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,Salinity,Surface,Field,TRUE,17224,41,1963,2025,1963-09-05T00:00:00Z,2025-11-19T11:23:00Z,13.9,TRUE,-0.1915,0,-0.16309,21.52913,7.9884,0.7143,-0.10545,-0.21997,-1,0,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,Secchi Depth,All,Field,TRUE,14701,31,1995,2025,1995-03-14T00:00:00Z,2025-11-25T08:26:00Z,-0.8,TRUE,-0.17209,0,-0.00519,-0.82832,19.4401,0.0536,-0.00296,-0.00754,-1,1,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,Total Nitrogen,All,Lab,TRUE,1520,25,1999,2025,1999-01-20T11:05:00Z,2025-11-25T08:26:00Z,0.6195,TRUE,-0.04418,0.32302,-0.00168,0.62557,10.4306,0.4921,0.00158,-0.00556,0,1,0,No detectable trend
11,Cockroach Bay Aquatic Preserve,Total Nitrogen,Bottom,Lab,FALSE,85,6,2020,2025,2020-08-26T09:30:00Z,2025-11-25T08:26:00Z,0.533,,,,,,,,,,,0,2,Insufficient data
11,Cockroach Bay Aquatic Preserve,Total Nitrogen,Surface,Lab,TRUE,1389,25,1999,2025,1999-01-20T11:05:00Z,2025-11-19T11:21:00Z,0.62,TRUE,0.0023,0.93534,0.00025,0.59879,11.4568,0.4058,0.00396,-0.00416,0,0,0,No detectable trend
11,Cockroach Bay Aquatic Preserve,Total Phosphorus,All,Lab,TRUE,1429,25,1999,2025,1999-01-20T11:05:00Z,2025-11-25T08:26:00Z,0.21,TRUE,0.05429,0.19915,0.00094,0.18552,2.2944,0.9972,0.00224,-0.00062,0,1,0,No detectable trend
11,Cockroach Bay Aquatic Preserve,Total Phosphorus,Bottom,Lab,FALSE,97,6,2020,2025,2020-08-26T09:30:00Z,2025-11-25T08:26:00Z,0.151,,,,,,,,,,,0,2,Insufficient data
11,Cockroach Bay Aquatic Preserve,Total Phosphorus,Surface,Lab,TRUE,1286,25,1999,2025,1999-01-20T11:05:00Z,2025-11-19T11:21:00Z,0.213,TRUE,0.11252,0.00808,0.00213,0.18584,3.3157,0.9859,0.00362,0.00054,1,0,1,Increasing trend
11,Cockroach Bay Aquatic Preserve,Total Suspended Solids,All,Lab,TRUE,155,11,2000,2020,2000-06-07T14:15:00Z,2020-06-02T13:20:00Z,7,TRUE,-0.09872,0.13493,-0.33333,5.84286,14.1731,0.2236,0.0887,-0.65313,0,1,0,No detectable trend
11,Cockroach Bay Aquatic Preserve,Total Suspended Solids,Surface,Lab,TRUE,143,10,2000,2020,2000-06-07T14:15:00Z,2020-06-02T13:20:00Z,7,TRUE,0.04881,0.71449,-0.03846,3.32672,20.7403,0.0362,0.51364,-0.49353,0,0,0,No detectable trend
11,Cockroach Bay Aquatic Preserve,Turbidity,All,All,TRUE,1098,25,1999,2025,1999-01-20T11:05:00Z,2025-11-25T08:26:00Z,3.1,TRUE,-0.02904,0.50492,-0.00545,3.562,10.101,0.5213,0.00925,-0.02286,0,0,0,No detectable trend
11,Cockroach Bay Aquatic Preserve,Turbidity,All,Lab,TRUE,1098,25,1999,2025,1999-01-20T11:05:00Z,2025-11-25T08:26:00Z,3.1,TRUE,-0.02904,0.50492,-0.00545,3.562,10.101,0.5213,0.00925,-0.02286,0,1,0,No detectable trend
11,Cockroach Bay Aquatic Preserve,Turbidity,Bottom,All,FALSE,86,6,2020,2025,2020-08-26T09:30:00Z,2025-11-25T08:26:00Z,3.5,,,,,,,,,,,0,2,Insufficient data
11,Cockroach Bay Aquatic Preserve,Turbidity,Bottom,Lab,FALSE,86,6,2020,2025,2020-08-26T09:30:00Z,2025-11-25T08:26:00Z,3.5,,,,,,,,,,,0,2,Insufficient data
11,Cockroach Bay Aquatic Preserve,Turbidity,Surface,All,TRUE,966,25,1999,2025,1999-01-20T11:05:00Z,2025-11-19T11:21:00Z,3.2,TRUE,-0.19957,0,-0.04269,4.37385,17.6961,0.0889,-0.02466,-0.06373,-1,0,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,Turbidity,Surface,Lab,TRUE,966,25,1999,2025,1999-01-20T11:05:00Z,2025-11-19T11:21:00Z,3.2,TRUE,-0.19957,0,-0.04269,4.37385,17.6961,0.0889,-0.02466,-0.06373,-1,0,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,Water Temperature,All,Field,TRUE,26420,41,1963,2025,1963-09-05T00:00:00Z,2025-11-25T08:25:00Z,26.5,TRUE,0.04564,0.19998,0.01111,24.10361,6.3346,0.8501,0.02839,-0.00533,0,1,0,No detectable trend
11,Cockroach Bay Aquatic Preserve,Water Temperature,Bottom,Field,TRUE,5011,29,1995,2025,1995-09-19T09:43:00Z,2025-11-25T08:25:00Z,27.44,TRUE,-0.01185,0.79543,-0.00333,25.19803,10.3627,0.4981,0.01983,-0.02702,0,0,0,No detectable trend
11,Cockroach Bay Aquatic Preserve,Water Temperature,Surface,Field,TRUE,17429,41,1963,2025,1963-09-05T00:00:00Z,2025-11-19T11:23:00Z,26.3,TRUE,0.06115,0.09027,0.01326,24.5211,6.5653,0.8331,0.0295,-0.00276,0,0,0,No detectable trend
11,Cockroach Bay Aquatic Preserve,pH,All,Field,TRUE,25351,37,1989,2025,1989-04-19T00:00:00Z,2025-11-25T08:25:00Z,7.5,TRUE,-0.36188,0,-0.01274,7.86544,17.6189,0.0909,-0.01063,-0.01494,-1,1,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,pH,Bottom,Field,TRUE,4510,29,1995,2025,1995-09-19T09:43:00Z,2025-11-25T08:25:00Z,7.28,TRUE,-0.25092,0,-0.01044,7.53106,4.3239,0.9595,-0.00708,-0.01374,-1,0,-1,Decreasing trend
11,Cockroach Bay Aquatic Preserve,pH,Surface,Field,TRUE,16896,37,1989,2025,1989-04-19T00:00:00Z,2025-11-19T11:23:00Z,7.6,TRUE,-0.33538,0,-0.01119,7.84162,16.0598,0.1389,-0.00918,-0.01347,-1,0,-1,Decreasing trend
13,Coupon Bight Aquatic Preserve,"Chlorophyll a, Corrected for Pheophytin",All,Lab,FALSE,113,7,2019,2025,2019-09-16T06:30:00Z,2025-10-07T11:53:00Z,0.89,,,,,,,,,,,1,2,Insufficient data
13,Coupon Bight Aquatic Preserve,"Chlorophyll a, Corrected for Pheophytin",Surface,Lab,FALSE,109,7,2019,2025,2019-09-16T06:30:00Z,2025-10-07T11:53:00Z,0.89,,,,,,,,,,,0,2,Insufficient data
13,Coupon Bight Aquatic Preserve,"Chlorophyll a, Uncorrected for Pheophytin",All,Lab,TRUE,173,24,1995,2025,1995-03-23T00:00:00Z,2025-10-07T11:53:00Z,0.6,TRUE,0.43574,0,0.01651,0.07295,3.6418,0.9793,0.02057,0.01146,1,1,1,Increasing trend
13,Coupon Bight Aquatic Preserve,"Chlorophyll a, Uncorrected for Pheophytin",Surface,Lab,TRUE,169,24,1995,2025,1995-03-23T00:00:00Z,2025-10-07T11:53:00Z,0.6,TRUE,0.43574,0,0.01651,0.07295,3.6418,0.9793,0.02057,0.01146,1,0,1,Increasing trend
13,Coupon Bight Aquatic Preserve,Dissolved Oxygen,All,Field,TRUE,195,21,1995,2025,1995-03-23T00:00:00Z,2025-07-29T08:52:00Z,5.99012,TRUE,-0.19744,0.01746,-0.036,6.29855,11.3869,0.4114,-0.00418,-0.05841,-1,1,-1,Decreasing trend
13,Coupon Bight Aquatic Preserve,Dissolved Oxygen,Bottom,Field,TRUE,79,20,1995,2025,1995-03-23T00:00:00Z,2025-07-29T08:52:00Z,6.02372,TRUE,-0.08718,0.36968,-0.01176,6.24815,11.0512,0.439,0.02106,-0.04981,0,0,0,No detectable trend
13,Coupon Bight Aquatic Preserve,Dissolved Oxygen,Surface,Field,TRUE,114,21,1995,2025,1995-03-23T00:00:00Z,2025-06-26T08:49:00Z,5.85,TRUE,-0.20466,0.01347,-0.03652,6.3406,7.8415,0.7274,-0.00791,-0.06334,-1,0,-1,Decreasing trend
13,Coupon Bight Aquatic Preserve,Dissolved Oxygen Saturation,All,Field,TRUE,245,23,1995,2025,1995-03-23T00:00:00Z,2025-10-07T11:53:00Z,93.61987,TRUE,-0.01157,0.83923,-0.04099,93.86602,17.4724,0.0947,0.34113,-0.2514,0,1,0,No detectable trend
13,Coupon Bight Aquatic Preserve,Dissolved Oxygen Saturation,Bottom,Field,TRUE,77,20,1995,2025,1995-03-23T00:00:00Z,2025-07-29T08:52:00Z,92,TRUE,-0.08684,0.34179,-0.18947,94.08626,13.0344,0.2911,0.19682,-0.69683,0,0,0,No detectable trend
13,Coupon Bight Aquatic Preserve,Dissolved Oxygen Saturation,Surface,Field,TRUE,168,23,1995,2025,1995-03-23T00:00:00Z,2025-10-07T11:53:00Z,94.04355,TRUE,0.0421,0.7356,0.05625,94.48036,12.122,0.3545,0.38394,-0.21327,0,0,0,No detectable trend
13,Coupon Bight Aquatic Preserve,Salinity,All,All,TRUE,249,23,1995,2025,1995-03-23T00:00:00Z,2025-07-29T08:52:00Z,36.7483,TRUE,0.26905,0.00009,0.03678,36.16747,22.0787,0.0238,0.06001,0.01666,1,1,1,Increasing trend
13,Coupon Bight Aquatic Preserve,Salinity,All,Field,TRUE,249,23,1995,2025,1995-03-23T00:00:00Z,2025-07-29T08:52:00Z,36.7483,TRUE,0.26905,0.00009,0.03678,36.16747,22.0787,0.0238,0.06001,0.01666,1,0,1,Increasing trend
13,Coupon Bight Aquatic Preserve,Salinity,Bottom,All,TRUE,79,20,1995,2025,1995-03-23T00:00:00Z,2025-07-29T08:52:00Z,36.6401,TRUE,0.3732,0.00072,0.03743,36.42796,13.8354,0.2422,0.05283,0.01307,1,0,1,Increasing trend
13,Coupon Bight Aquatic Preserve,Salinity,Bottom,Field,TRUE,79,20,1995,2025,1995-03-23T00:00:00Z,2025-07-29T08:52:00Z,36.6401,TRUE,0.3732,0.00072,0.03743,36.42796,13.8354,0.2422,0.05283,0.01307,1,0,1,Increasing trend
13,Coupon Bight Aquatic Preserve,Salinity,Surface,All,TRUE,168,23,1995,2025,1995-03-23T00:00:00Z,2025-06-26T08:49:00Z,36.85,TRUE,0.26571,0.00014,0.03757,36.25031,23.0763,0.0172,0.06363,0.01847,1,0,1,Increasing trend
13,Coupon Bight Aquatic Preserve,Salinity,Surface,Field,TRUE,168,23,1995,2025,1995-03-23T00:00:00Z,2025-06-26T08:49:00Z,36.85,TRUE,0.26571,0.00014,0.03757,36.25031,23.0763,0.0172,0.06363,0.01847,1,0,1,Increasing trend
13,Coupon Bight Aquatic Preserve,Secchi Depth,All,Field,FALSE,4,1,2000,2000,2000-01-18T00:00:00Z,2000-06-06T00:00:00Z,-1.45,,,,,,,,,,,1,2,Insufficient data
13,Coupon Bight Aquatic Preserve,Total Nitrogen,All,Lab,TRUE,219,24,1995,2025,1995-03-23T00:00:00Z,2025-10-07T11:53:00Z,0.264,TRUE,0.27519,0.00012,0.00515,0.19234,5.165,0.9229,0.00693,0.00269,1,1,1,Increasing trend
13,Coupon Bight Aquatic Preserve,Total Nitrogen,Bottom,Lab,FALSE,19,2,2024,2025,2024-01-11T09:46:00Z,2025-07-29T09:02:00Z,0.205,,,,,,,,,,,0,2,Insufficient data
13,Coupon Bight Aquatic Preserve,Total Nitrogen,Surface,Lab,TRUE,196,24,1995,2025,1995-03-23T00:00:00Z,2025-10-07T11:53:00Z,0.28883,TRUE,0.31161,0.00001,0.00558,0.18216,4.7403,0.9431,0.00737,0.00343,1,0,1,Increasing trend
13,Coupon Bight Aquatic Preserve,Total Phosphorus,All,Lab,TRUE,217,24,1995,2025,1995-03-23T00:00:00Z,2025-10-07T11:53:00Z,0.008,TRUE,0.38545,0,0.00019,0.00271,4.4449,0.9551,0.00033,0.00011,1,1,1,Increasing trend
13,Coupon Bight Aquatic Preserve,Total Phosphorus,Bottom,Lab,FALSE,19,2,2024,2025,2024-01-11T09:46:00Z,2025-07-29T09:02:00Z,0.05,,,,,,,,,,,0,2,Insufficient data
13,Coupon Bight Aquatic Preserve,Total Phosphorus,Surface,Lab,TRUE,194,24,1995,2025,1995-03-23T00:00:00Z,2025-10-07T11:53:00Z,0.007,TRUE,0.3528,0,0.00016,0.00424,4.395,0.9569,0.00026,0.00009,1,0,1,Increasing trend
13,Coupon Bight Aquatic Preserve,Turbidity,All,All,TRUE,228,24,1995,2025,1995-03-23T00:00:00Z,2025-10-07T11:53:00Z,0.65,TRUE,-0.07229,0.42627,-0.00277,0.9138,12.7861,0.3075,0.00445,-0.0125,0,0,0,No detectable trend
13,Coupon Bight Aquatic Preserve,Turbidity,All,Field,TRUE,80,19,1995,2025,1995-03-23T00:00:00Z,2025-06-26T08:58:00Z,0.6875,TRUE,0.11373,0.28178,0.01647,0.5871,8.2345,0.6922,0.03368,-0.00902,0,0,0,No detectable trend
13,Coupon Bight Aquatic Preserve,Turbidity,All,Lab,FALSE,148,7,2019,2025,2019-09-16T06:30:00Z,2025-10-07T11:53:00Z,0.65,,,,,,,,,,,1,2,Insufficient data
13,Coupon Bight Aquatic Preserve,Turbidity,Bottom,All,FALSE,30,7,1995,2025,1995-07-28T00:00:00Z,2025-07-29T09:02:00Z,0.5939,,,,,,,,,,,0,2,Insufficient data
13,Coupon Bight Aquatic Preserve,Turbidity,Bottom,Field,FALSE,12,5,1995,2010,1995-07-28T00:00:00Z,2010-07-12T00:00:00Z,0.93316,,,,,,,,,,,0,2,Insufficient data
13,Coupon Bight Aquatic Preserve,Turbidity,Bottom,Lab,FALSE,18,2,2024,2025,2024-01-11T09:46:00Z,2025-07-29T09:02:00Z,0.4,,,,,,,,,,,0,2,Insufficient data
13,Coupon Bight Aquatic Preserve,Turbidity,Surface,All,TRUE,194,24,1995,2025,1995-03-23T00:00:00Z,2025-10-07T11:53:00Z,0.65038,TRUE,-0.06662,0.48147,-0.00316,0.89419,13.9695,0.2347,0.00526,-0.01252,0,0,0,No detectable trend
13,Coupon Bight Aquatic Preserve,Turbidity,Surface,Field,TRUE,68,19,1995,2025,1995-03-23T00:00:00Z,2025-06-26T08:58:00Z,0.6725,TRUE,0.07451,0.50522,0.01107,0.5871,8.629,0.6561,0.0279,-0.01114,0,0,0,No detectable trend
13,Coupon Bight Aquatic Preserve,Turbidity,Surface,Lab,FALSE,126,7,2019,2025,2019-09-16T06:30:00Z,2025-10-07T11:53:00Z,0.65,,,,,,,,,,,0,2,Insufficient data
13,Coupon Bight Aquatic Preserve,Water Temperature,All,Field,TRUE,290,28,1995,2025,1995-03-23T00:00:00Z,2025-10-07T11:53:00Z,28.55,TRUE,-0.01614,0.60829,-0.00569,27.0863,8.1236,0.7022,0.02557,-0.03198,0,1,0,No detectable trend
13,Coupon Bight Aquatic Preserve,Water Temperature,Bottom,Field,TRUE,84,24,1995,2025,1995-03-23T00:00:00Z,2025-07-29T08:52:00Z,28.43185,TRUE,-0.08112,0.27173,-0.02619,27.65939,12.4918,0.3278,0.01678,-0.06888,0,0,0,No detectable trend
13,Coupon Bight Aquatic Preserve,Water Temperature,Surface,Field,TRUE,204,28,1995,2025,1995-03-23T00:00:00Z,2025-10-07T11:53:00Z,28.75,TRUE,0.01548,0.98321,-0.00023,27.2064,7.4644,0.7603,0.0305,-0.02879,0,0,0,No detectable trend
13,Coupon Bight Aquatic Preserve,pH,All,Field,FALSE,148,7,2000,2025,2000-01-18T00:00:00Z,2025-10-07T11:53:00Z,8.03,,,,,,,,,,,1,2,Insufficient data
13,Coupon Bight Aquatic Preserve,pH,Bottom,Field,FALSE,21,3,2020,2025,2020-08-03T16:15:00Z,2025-07-29T08:52:00Z,8.11,,,,,,,,,,,0,2,Insufficient data
13,Coupon Bight Aquatic Preserve,pH,Surface,Field,FALSE,125,7,2000,2025,2000-01-18T00:00:00Z,2025-10-07T11:53:00Z,8.02,,,,,,,,,,,0,2,Insufficient data
14,Estero Bay Aquatic Preserve,"Chlorophyll a, Corrected for Pheophytin",All,Lab,TRUE,2673,23,2003,2025,2003-09-10T00:00:00Z,2025-12-01T07:25:00Z,2.5,TRUE,-0.34603,0,-0.15583,5.78833,10.3337,0.5006,-0.11999,-0.19608,-1,1,-1,Decreasing trend
14,Estero Bay Aquatic Preserve,"Chlorophyll a, Corrected for Pheophytin",Bottom,Lab,FALSE,189,9,2017,2025,2017-11-06T06:00:00Z,2025-12-01T07:05:00Z,3.5,,,,,,,,,,,0,2,Insufficient data
14,Estero Bay Aquatic Preserve,"Chlorophyll a, Corrected for Pheophytin",Surface,Lab,TRUE,2478,23,2003,2025,2003-09-10T00:00:00Z,2025-12-01T07:25:00Z,2.4,TRUE,-0.37213,0,-0.17192,5.89638,8.6335,0.6557,-0.13083,-0.21479,-1,0,-1,Decreasing trend
14,Estero Bay Aquatic Preserve,"Chlorophyll a, Uncorrected for Pheophytin",All,Lab,TRUE,1186,26,1998,2025,1998-08-03T00:00:00Z,2025-12-01T07:25:00Z,4.4,TRUE,0.12907,0.00469,0.0457,4.21936,6.2887,0.8534,0.08122,0.0176,1,1,1,Increasing trend
14,Estero Bay Aquatic Preserve,"Chlorophyll a, Uncorrected for Pheophytin",Bottom,Lab,FALSE,191,9,2017,2025,2017-11-06T06:00:00Z,2025-12-01T07:05:00Z,4.3,,,,,,,,,,,0,2,Insufficient data
14,Estero Bay Aquatic Preserve,"Chlorophyll a, Uncorrected for Pheophytin",Surface,Lab,TRUE,994,26,1998,2025,1998-08-03T00:00:00Z,2025-12-01T07:25:00Z,4.4014,TRUE,0.15408,0.0007,0.07198,4.2337,12.4773,0.3289,0.11071,0.02924,1,0,1,Increasing trend
14,Estero Bay Aquatic Preserve,Colored Dissolved Organic Matter,All,Lab,TRUE,2288,18,2003,2025,2003-09-10T00:00:00Z,2025-12-01T07:25:00Z,14,TRUE,0.15167,0.01495,0.21888,13.46259,11.6671,0.3892,0.38073,0.04122,1,1,1,Increasing trend
14,Estero Bay Aquatic Preserve,Colored Dissolved Organic Matter,Bottom,Lab,FALSE,190,9,2017,2025,2017-11-06T06:00:00Z,2025-12-01T07:05:00Z,7.5,,,,,,,,,,,0,2,Insufficient data
14,Estero Bay Aquatic Preserve,Colored Dissolved Organic Matter,Surface,Lab,TRUE,2094,18,2003,2025,2003-09-10T00:00:00Z,2025-12-01T07:25:00Z,14.65,TRUE,0.18431,0.00274,0.27418,13.52221,12.0823,0.3575,0.45964,0.09638,1,0,1,Increasing trend
14,Estero Bay Aquatic Preserve,Dissolved Oxygen,All,Field,TRUE,11723,36,1971,2025,1971-06-04T00:00:00Z,2025-12-01T07:25:00Z,5.76,TRUE,-0.05276,0.13337,-0.00621,5.69619,11.9384,0.3683,0.00212,-0.01483,0,1,0,No detectable trend
14,Estero Bay Aquatic Preserve,Dissolved Oxygen,Bottom,Field,TRUE,781,26,1999,2025,1999-01-27T00:00:00Z,2025-12-01T07:05:00Z,5.27,TRUE,-0.42758,0,-0.09113,6.59315,6.9188,0.8056,-0.07587,-0.10509,-1,0,-1,Decreasing trend
14,Estero Bay Aquatic Preserve,Dissolved Oxygen,Surface,Field,TRUE,10463,36,1971,2025,1971-06-04T00:00:00Z,2025-12-01T07:25:00Z,5.8,TRUE,-0.009,0.81335,-0.00069,5.46391,12.2088,0.3482,0.00837,-0.00864,0,0,0,No detectable trend
14,Estero Bay Aquatic Preserve,Dissolved Oxygen Saturation,All,Field,TRUE,3076,14,2011,2025,2011-09-15T00:00:00Z,2025-12-01T07:25:00Z,81.65,TRUE,-0.12443,0.06657,-0.44886,78.12872,8.5248,0.6657,0.06221,-0.82668,0,1,0,No detectable trend
14,Estero Bay Aquatic Preserve,Dissolved Oxygen Saturation,Bottom,Field,TRUE,246,11,2015,2025,2015-03-23T10:30:00Z,2025-12-01T07:05:00Z,62,TRUE,-0.00397,0.89256,-0.11333,58.24381,6.1149,0.8656,0.8985,-1.09121,0,0,0,No detectable trend
14,Estero Bay Aquatic Preserve,Dissolved Oxygen Saturation,Surface,Field,TRUE,2767,14,2011,2025,2011-09-15T00:00:00Z,2025-12-01T07:25:00Z,83.1,TRUE,-0.13793,0.05317,-0.53484,79.78462,9.3033,0.5939,0.00253,-0.94137,0,0,0,No detectable trend
14,Estero Bay Aquatic Preserve,Salinity,All,All,TRUE,5375,35,1963,2025,1963-12-03T00:00:00Z,2025-12-01T07:25:00Z,32.2,TRUE,-0.26936,0,-0.14915,35.36244,8.5251,0.6656,-0.11067,-0.19331,-1,1,-1,Decreasing trend
14,Estero Bay Aquatic Preserve,Salinity,All,Field,TRUE,5375,35,1963,2025,1963-12-03T00:00:00Z,2025-12-01T07:25:00Z,32.2,TRUE,-0.26936,0,-0.14915,35.36244,8.5251,0.6656,-0.11067,-0.19331,-1,0,-1,Decreasing trend
14,Estero Bay Aquatic Preserve,Salinity,Bottom,All,TRUE,868,27,1999,2025,1999-01-27T00:00:00Z,2025-12-01T07:05:00Z,33.16,TRUE,-0.27394,0,-0.13208,34.57791,7.3447,0.7705,-0.09142,-0.18156,-1,0,-1,Decreasing trend
14,Estero Bay Aquatic Preserve,Salinity,Bottom,Field,TRUE,868,27,1999,2025,1999-01-27T00:00:00Z,2025-12-01T07:05:00Z,33.16,TRUE,-0.27394,0,-0.13208,34.57791,7.3447,0.7705,-0.09142,-0.18156,-1,0,-1,Decreasing trend
14,Estero Bay Aquatic Preserve,Salinity,Surface,All,TRUE,4137,35,1963,2025,1963-12-03T00:00:00Z,2025-12-01T07:25:00Z,31.6,TRUE,-0.38445,0,-0.30667,43.03561,8.8258,0.638,-0.23733,-0.3764,-1,0,-1,Decreasing trend
14,Estero Bay Aquatic Preserve,Salinity,Surface,Field,TRUE,4137,35,1963,2025,1963-12-03T00:00:00Z,2025-12-01T07:25:00Z,31.6,TRUE,-0.38445,0,-0.30667,43.03561,8.8258,0.638,-0.23733,-0.3764,-1,0,-1,Decreasing trend
14,Estero Bay Aquatic Preserve,Secchi Depth,All,Field,TRUE,3366,28,1998,2025,1998-03-02T00:00:00Z,2025-12-01T07:25:00Z,-0.9,TRUE,-0.01328,0.71085,-0.00045,-1.04754,20.2875,0.0416,0.00269,-0.00435,0,1,0,No detectable trend
14,Estero Bay Aquatic Preserve,Total Nitrogen,All,Lab,TRUE,8274,35,1991,2025,1991-02-27T09:30:00Z,2025-12-01T07:25:00Z,0.6535,TRUE,0.34331,0,0.01381,0.42027,14.6185,0.2006,0.0158,0.01134,1,1,1,Increasing trend
14,Estero Bay Aquatic Preserve,Total Nitrogen,Bottom,Lab,FALSE,186,9,2017,2025,2017-11-06T06:00:00Z,2025-12-01T07:05:00Z,0.5365,,,,,,,,,,,0,2,Insufficient data
14,Estero Bay Aquatic Preserve,Total Nitrogen,Surface,Lab,TRUE,8078,35,1991,2025,1991-02-27T09:30:00Z,2025-12-01T07:25:00Z,0.66,TRUE,0.35842,0,0.01484,0.40412,12.3032,0.3413,0.017,0.01237,1,0,1,Increasing trend
14,Estero Bay Aquatic Preserve,Total Phosphorus,All,Lab,TRUE,8279,35,1991,2025,1991-02-27T09:30:00Z,2025-12-01T07:25:00Z,0.041,TRUE,-0.2034,0,-0.00069,0.05712,9.2716,0.5968,-0.00044,-0.00093,-1,1,-1,Decreasing trend
14,Estero Bay Aquatic Preserve,Total Phosphorus,Bottom,Lab,FALSE,192,9,2017,2025,2017-11-06T06:00:00Z,2025-12-01T07:05:00Z,0.046,,,,,,,,,,,0,2,Insufficient data
14,Estero Bay Aquatic Preserve,Total Phosphorus,Surface,Lab,TRUE,8078,35,1991,2025,1991-02-27T09:30:00Z,2025-12-01T07:25:00Z,0.041,TRUE,-0.20548,0,-0.00071,0.05762,9.0623,0.6161,-0.00048,-0.00095,-1,0,-1,Decreasing trend
14,Estero Bay Aquatic Preserve,Total Suspended Solids,All,Lab,TRUE,5741,34,1992,2025,1992-04-15T12:01:00Z,2025-11-20T09:09:00Z,13.5,TRUE,-0.03399,0.32339,-0.05312,17.44384,15.4091,0.1645,0.0454,-0.17907,0,1,0,No detectable trend
14,Estero Bay Aquatic Preserve,Total Suspended Solids,Bottom,Lab,FALSE,4,1,2023,2023,2023-02-14T10:40:00Z,2023-12-20T11:35:00Z,4.5,,,,,,,,,,,0,2,Insufficient data
