ManagedAreaName|AreaID|ProgramID|ProgramName|ProgramLocationID|ParameterName|RelativeDepth|N_Data|N_Years|EarliestYear|LatestYear|EarliestSampleDate|LastSampleDate|Median|SufficientData|Independent|tau|p|SenSlope|SenIntercept|ChiSquared|pChiSquared|ub|lb|Trend|Website|TrendIcon|TrendText
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRDW|Water Temperature|Bottom|167391|6|2021|2026|2021-03-31T09:15:00Z|2026-04-01T09:30:00Z|27.2|TRUE|TRUE|0.01935|1|0.00116|27.13739|9.3774|0.5871|0.11245|-0.18071|0|1|0|No detectable trend
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRDW|pH|Bottom|158122|6|2021|2026|2021-05-07T09:45:00Z|2026-04-01T09:30:00Z|7.6|TRUE|TRUE|0.18333|0.13756|0.01769|7.54544|3.58|0.9806|0.03795|-0.00312|0|1|0|No detectable trend
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRRB|Dissolved Oxygen|Bottom|134856|5|2022|2026|2022-01-13T09:00:00Z|2026-04-07T11:45:00Z|6.4|TRUE|TRUE|0.08974|0.54834|0.01857|6.2708|9.735|0.5544|0.06263|-0.02614|0|1|0|No detectable trend
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRRB|Dissolved Oxygen Saturation|Bottom|134864|5|2022|2026|2022-01-13T09:00:00Z|2026-04-07T11:45:00Z|96.3|TRUE|TRUE|0.21795|0.19836|0.39932|96.87126|6.894|0.8076|0.88129|-0.16216|0|1|0|No detectable trend
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRRB|Salinity|Bottom|118477|5|2022|2026|2022-01-13T09:00:00Z|2026-04-07T11:45:00Z|33.5|TRUE|TRUE|0.41667|0.00477|0.52227|32.15625|5.9357|0.8776|0.85436|0.21074|1|1|1|Increasing trend
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRRB|Specific Conductivity|Bottom|118478|5|2022|2026|2022-01-13T09:00:00Z|2026-04-07T11:45:00Z|51.07|TRUE|TRUE|0.41667|0.00477|0.72077|49.1886|5.9357|0.8776|1.15419|0.2915|1|1|1|Increasing trend
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRRB|Turbidity|Bottom|132581|5|2022|2026|2022-01-13T09:00:00Z|2026-04-07T11:45:00Z|3|TRUE|TRUE|0.08974|0.44027|0.09076|2.83973|8.9713|0.6245|0.45311|-0.11215|0|1|0|No detectable trend
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRRB|Water Temperature|Bottom|139606|5|2022|2026|2022-01-13T09:00:00Z|2026-04-07T11:45:00Z|26.8|TRUE|TRUE|-0.13462|0.26496|-0.10726|27.08108|12.2938|0.342|0.08167|-0.29835|0|1|0|No detectable trend
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRRB|pH|Bottom|132608|5|2022|2026|2022-01-13T09:00:00Z|2026-03-10T11:15:00Z|8|TRUE|TRUE|0.43137|0.00198|0.01405|7.97475|7.4708|0.7598|0.02763|0.00431|1|1|1|Increasing trend
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRSC|Dissolved Oxygen|Bottom|158733|6|2021|2026|2021-03-25T09:00:00Z|2026-01-08T09:30:00Z|2.2|TRUE|TRUE|0.0791|0.516|0.07592|2.37628|5.7959|0.8866|0.22159|-0.15745|0|1|0|No detectable trend
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRSC|Dissolved Oxygen Saturation|Bottom|158630|6|2021|2026|2021-03-25T09:00:00Z|2026-01-08T09:30:00Z|28.9|TRUE|TRUE|0.0791|0.516|0.84614|30.21449|5.7959|0.8866|2.49183|-1.58843|0|1|0|No detectable trend
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRSC|Salinity|Bottom|150427|6|2021|2026|2021-03-25T09:00:00Z|2026-01-08T09:30:00Z|5.6|TRUE|TRUE|0.0339|0.82859|0.09057|5.63081|5.2|0.9211|1.03872|-0.72375|0|1|0|No detectable trend
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRSC|Specific Conductivity|Bottom|151200|6|2021|2026|2021-03-25T09:00:00Z|2026-01-08T09:30:00Z|9.89|TRUE|TRUE|0.05085|0.71822|0.08604|10.06578|4.38|0.9575|1.66757|-1.20838|0|1|0|No detectable trend
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRSC|Turbidity|Bottom|141977|6|2021|2026|2021-03-25T09:00:00Z|2026-01-08T09:30:00Z|2|TRUE|TRUE|0.3046|0.01498|0.2093|1.85421|6.3282|0.8506|0.46279|0.06654|2|1|1|Increasing trend
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRSC|Water Temperature|Bottom|163580|6|2021|2026|2021-03-25T09:00:00Z|2026-01-08T09:30:00Z|27.2|TRUE|TRUE|0.0339|0.82859|0.01516|26.99595|7.6|0.7486|0.12976|-0.13242|0|1|0|No detectable trend
Biscayne Bay Aquatic Preserve|6|5077|Biscayne Bay Aquatic Preserves Continuous Water Quality Monitoring|BBMRSC|pH|Bottom|157812|6|2021|2026|2021-03-25T09:00:00Z|2026-01-08T09:30:00Z|7.4|TRUE|TRUE|0.03955|0.71822|0.00123|7.4734|15.427|0.1638|0.01226|-0.00841|0|1|0|No detectable trend
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|7|986|Water Temperature on Coral Reefs in the Florida Keys|6|Water Temperature|Surface|69753|11|2013|2023|2013-08-14T15:00:00Z|2023-07-18T11:00:00Z|26.84|TRUE|TRUE|0.19259|0.00783|0.04724|26.40601|3.6373|0.9794|0.08009|0.01372|1|1|1|Increasing trend
Cape Haze Aquatic Preserve|9|512|Charlotte Harbor Aquatic Preserves Continuous Water Quality Monitoring|CHWW1|Dissolved Oxygen|Bottom|122487|6|2021|2026|2021-05-04T11:00:00Z|2026-04-15T11:30:00Z|7|TRUE|TRUE|0.20915|0.22126|0.03452|6.9574|6.2531|0.856|0.12293|-0.03874|0|1|0|No detectable trend
Cape Haze Aquatic Preserve|9|512|Charlotte Harbor Aquatic Preserves Continuous Water Quality Monitoring|CHWW1|Dissolved Oxygen Saturation|Bottom|122477|6|2021|2026|2021-05-04T11:00:00Z|2026-04-15T11:30:00Z|96.1|TRUE|TRUE|0.32026|0.036|1.19575|92.83069|3.2557|0.9869|2.28416|0.14255|1|1|1|Increasing trend
Cape Haze Aquatic Preserve|9|512|Charlotte Harbor Aquatic Preserves Continuous Water Quality Monitoring|CHWW1|Salinity|Bottom|133830|6|2021|2026|2021-05-04T11:00:00Z|2026-04-15T11:30:00Z|26.6|TRUE|TRUE|0.20126|0.15658|0.43525|24.22637|7.8183|0.7295|0.99656|-0.17959|0|1|0|No detectable trend
Cape Haze Aquatic Preserve|9|512|Charlotte Harbor Aquatic Preserves Continuous Water Quality Monitoring|CHWW1|Specific Conductivity|Bottom|133830|6|2021|2026|2021-05-04T11:00:00Z|2026-04-15T11:30:00Z|41.49|TRUE|TRUE|0.20126|0.15658|0.61579|38.13046|7.8183|0.7295|1.38583|-0.29113|0|1|0|No detectable trend
Cape Haze Aquatic Preserve|9|512|Charlotte Harbor Aquatic Preserves Continuous Water Quality Monitoring|CHWW1|Turbidity|Bottom|76317|6|2021|2026|2021-05-04T11:00:00Z|2026-04-06T23:45:00Z|1|TRUE|TRUE|-0.11905|0.43192|-0.3834|4.00587|14.6971|0.1968|0.35418|-1.2729|0|1|0|No detectable trend
Cape Haze Aquatic Preserve|9|512|Charlotte Harbor Aquatic Preserves Continuous Water Quality Monitoring|CHWW1|Water Temperature|Bottom|152440|6|2021|2026|2021-05-04T11:00:00Z|2026-04-15T11:30:00Z|26.7|TRUE|TRUE|0.08805|0.35932|0.08051|25.71646|10.4957|0.4864|0.2358|-0.12158|0|1|0|No detectable trend
Cape Haze Aquatic Preserve|9|512|Charlotte Harbor Aquatic Preserves Continuous Water Quality Monitoring|CHWW1|pH|Bottom|145376|6|2021|2026|2021-05-04T11:00:00Z|2026-04-15T11:30:00Z|8|TRUE|TRUE|0.13836|0.45325|0.00804|7.9596|10.9781|0.4451|0.02682|-0.01271|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255123081321300|Salinity|Surface|1809|8|2007|2017|2007-06-14T00:00:00Z|2017-09-09T00:00:00Z|32|TRUE|TRUE|-0.22751|0.01822|-0.43813|35.11204|6.3627|0.8481|-0.05291|-0.91064|-1|1|-1|Decreasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255123081321300|Specific Conductivity|Surface|1295|6|2010|2017|2010-10-01T00:00:00Z|2017-09-09T00:00:00Z|49.1|TRUE|TRUE|-0.2|0.20337|-1.03484|53.63391|15.084|0.1787|0.12016|-2.33596|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255123081321300|Water Temperature|Surface|1818|8|2007|2017|2007-06-14T00:00:00Z|2017-09-09T00:00:00Z|27.3|TRUE|TRUE|0.10053|0.38435|0.02661|26.46069|14.3991|0.2117|0.08398|-0.02836|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255138081321701|Salinity|Surface|3074|10|2017|2026|2017-11-08T00:00:00Z|2026-05-21T00:00:00Z|32|TRUE|TRUE|0.20804|0.00772|0.28326|29.33107|2.919|0.9918|0.48214|0.09839|1|1|1|Increasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255138081321701|Specific Conductivity|Surface|3074|10|2017|2026|2017-11-08T00:00:00Z|2026-05-21T00:00:00Z|48.7|TRUE|TRUE|0.2129|0.00637|0.34918|45.21371|3.2551|0.9869|0.64717|0.14198|1|1|1|Increasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255138081321701|Water Temperature|Surface|3093|10|2017|2026|2017-11-07T00:00:00Z|2026-05-21T00:00:00Z|27|TRUE|TRUE|0.0104|0.97439|0.00356|26.93521|23.7885|0.0137|0.06983|-0.09081|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255432081303900|Salinity|Surface|6556|20|2006|2026|2006-05-13T00:00:00Z|2026-05-21T00:00:00Z|22|TRUE|TRUE|-0.05304|0.29112|-0.05913|26.66592|3.9266|0.972|0.05634|-0.20842|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255432081303900|Specific Conductivity|Surface|5600|17|2010|2026|2010-09-30T00:00:00Z|2026-05-21T00:00:00Z|34.9|TRUE|TRUE|0.00116|0.9788|0.00667|31.27891|1.6389|0.9994|0.22629|-0.26324|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255432081303900|Water Temperature|Surface|6615|20|2006|2026|2006-05-13T00:00:00Z|2026-05-21T00:00:00Z|27|TRUE|TRUE|0.17132|0.00041|0.04667|26.23127|11.7869|0.3799|0.07|0.01913|1|1|1|Increasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255443081314700|Salinity|Surface|1465|4|2007|2011|2007-02-28T00:00:00Z|2011-10-05T00:00:00Z|32|FALSE|||||||||||1|2|Insufficient data
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255443081314700|Water Temperature|Surface|2011|4|2007|2011|2007-02-28T00:00:00Z|2011-10-05T00:00:00Z|29.3|FALSE|||||||||||1|2|Insufficient data
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255532081314300|Salinity|Surface|902|3|2009|2011|2009-03-25T00:00:00Z|2011-10-05T00:00:00Z|31|FALSE|||||||||||1|2|Insufficient data
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255532081314300|Water Temperature|Surface|906|3|2009|2011|2009-03-24T00:00:00Z|2011-10-05T00:00:00Z|29.3|FALSE|||||||||||1|2|Insufficient data
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255534081324000|Salinity|Surface|6250|19|2007|2026|2007-04-19T00:00:00Z|2026-05-21T00:00:00Z|32|TRUE|TRUE|-0.02475|0.61641|-0.03107|33.56223|9.2037|0.6031|0.08618|-0.1416|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255534081324000|Specific Conductivity|Surface|5597|17|2010|2026|2010-09-30T00:00:00Z|2026-05-21T00:00:00Z|48.8|TRUE|TRUE|0.06153|0.23698|0.10905|48.14487|5.3934|0.9106|0.23296|-0.08786|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255534081324000|Water Temperature|Surface|6313|19|2007|2026|2007-04-19T00:00:00Z|2026-05-21T00:00:00Z|26.6|TRUE|TRUE|0.1326|0.00743|0.03095|25.66828|7.6028|0.7484|0.05632|0.00781|1|1|1|Increasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255654081350200|Salinity|Surface|6271|19|2007|2026|2007-05-17T00:00:00Z|2026-05-21T00:00:00Z|32|TRUE|TRUE|-0.03162|0.52407|-0.03226|33.07499|9.9122|0.5383|0.06518|-0.13708|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255654081350200|Specific Conductivity|Surface|5635|17|2010|2026|2010-10-01T00:00:00Z|2026-05-21T00:00:00Z|48.8|TRUE|TRUE|0.04124|0.42963|0.05226|47.21475|6.6139|0.8294|0.16987|-0.08094|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255654081350200|Water Temperature|Surface|6310|19|2007|2026|2007-05-17T00:00:00Z|2026-05-21T00:00:00Z|26.7|TRUE|TRUE|0.1064|0.0325|0.02814|26.4131|10.5605|0.4808|0.05727|0.00307|1|1|1|Increasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255732081363700|Salinity|Surface|1434|5|2011|2015|2011-11-18T00:00:00Z|2015-10-21T00:00:00Z|34|TRUE|TRUE|0.25|0.09552|0.52419|32.15206|10.2692|0.5063|1.21762|-0.03333|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|7|National Water Information System|255732081363700|Water Temperature|Surface|1435|5|2011|2015|2011-11-17T00:00:00Z|2015-10-21T00:00:00Z|28.4|TRUE|TRUE|0.23611|0.1149|0.23065|27.2975|7.0645|0.7938|0.48808|-0.03461|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfbwq|Dissolved Oxygen|Bottom|612445|23|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:30:00Z|5.4|TRUE|TRUE|-0.02927|0.50997|-0.00344|5.2054|11.6518|0.3904|0.00582|-0.01101|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfbwq|Dissolved Oxygen Saturation|Bottom|616751|23|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:30:00Z|79.1|TRUE|TRUE|0.0309|0.50997|0.03888|78.41674|10.3599|0.4983|0.14321|-0.07744|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfbwq|Salinity|Bottom|711718|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:30:00Z|30|TRUE|TRUE|0.05302|0.20706|0.04396|30.7964|4.6257|0.9479|0.10938|-0.02553|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfbwq|Specific Conductivity|Bottom|711718|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:30:00Z|46.24|TRUE|TRUE|0.05359|0.20203|0.06194|47.29908|4.4148|0.9562|0.15101|-0.03067|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfbwq|Turbidity|Bottom|691451|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:30:00Z|7|TRUE|TRUE|-0.38908|0|-0.22615|11.2076|8.3795|0.679|-0.18741|-0.27264|-1|1|-1|Decreasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfbwq|Water Temperature|Bottom|727557|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:30:00Z|27|TRUE|TRUE|0.22025|0|0.03847|26.25785|7.3562|0.7695|0.05434|0.02493|1|1|1|Increasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfbwq|pH|Bottom|679220|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:30:00Z|7.8|TRUE|TRUE|0.03705|0.36321|0.00069|7.83172|17.1173|0.1045|0.00208|-0.00076|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfuwq|Dissolved Oxygen|Bottom|644958|22|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:00:00Z|5.1|TRUE|TRUE|-0.29675|0|-0.0237|5.26756|5.5893|0.8993|-0.01626|-0.03136|-1|1|-1|Decreasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfuwq|Dissolved Oxygen Saturation|Bottom|645300|22|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:00:00Z|72.7|TRUE|TRUE|-0.19979|0.00001|-0.17214|76.8875|6.9182|0.8057|-0.0939|-0.26422|-1|1|-1|Decreasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfuwq|Salinity|Bottom|725512|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:00:00Z|26.5|TRUE|TRUE|0.02739|0.51214|0.03086|27.818|5.6123|0.8979|0.1098|-0.06538|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfuwq|Specific Conductivity|Bottom|725511|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:00:00Z|41.45|TRUE|TRUE|0.02739|0.51214|0.04312|43.06122|5.7156|0.8916|0.1612|-0.08944|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfuwq|Turbidity|Bottom|664104|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:00:00Z|6|TRUE|TRUE|-0.19034|0.00001|-0.0755|8.5726|12.1096|0.3555|-0.04494|-0.10927|-1|1|-1|Decreasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfuwq|Water Temperature|Bottom|736040|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:00:00Z|26.9|TRUE|TRUE|0.26005|0|0.06378|26.07803|7.8949|0.7227|0.081|0.04426|1|1|1|Increasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbfuwq|pH|Bottom|697654|25|2002|2026|2002-01-01T00:00:00Z|2026-05-11T10:00:00Z|7.7|TRUE|TRUE|0.0057|0.88172|0.00011|7.72589|15.581|0.1574|0.00162|-0.00141|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbmbwq|Dissolved Oxygen|Bottom|665650|24|2000|2026|2000-01-01T00:00:00Z|2026-05-11T08:30:00Z|4.4|TRUE|TRUE|-0.23537|0|-0.01874|4.85943|8.1353|0.7011|-0.01169|-0.02511|-1|1|-1|Decreasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbmbwq|Dissolved Oxygen Saturation|Bottom|671974|24|2000|2026|2000-01-01T00:00:00Z|2026-05-11T08:30:00Z|65.4|TRUE|TRUE|-0.20684|0|-0.23349|73.09407|7.183|0.7841|-0.13957|-0.32587|-1|1|-1|Decreasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbmbwq|Salinity|Bottom|744660|27|2000|2026|2000-01-01T00:00:00Z|2026-05-11T08:30:00Z|33.4|TRUE|TRUE|-0.09279|0.02114|-0.05852|34.79925|6.1634|0.8622|-0.00741|-0.10294|-1|1|-1|Decreasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbmbwq|Specific Conductivity|Bottom|744660|27|2000|2026|2000-01-01T00:00:00Z|2026-05-11T08:30:00Z|50.93|TRUE|TRUE|-0.08965|0.02576|-0.07392|52.42547|6.2931|0.8531|-0.00804|-0.13435|-1|1|-1|Decreasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbmbwq|Turbidity|Bottom|722768|27|2000|2026|2000-01-01T00:00:00Z|2026-05-11T08:30:00Z|9|TRUE|TRUE|-0.23159|0|-0.13039|12.71737|9.8864|0.5406|-0.08722|-0.17318|-1|1|-1|Decreasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbmbwq|Water Temperature|Bottom|770564|27|2000|2026|2000-01-01T00:00:00Z|2026-05-11T08:30:00Z|26.8|TRUE|TRUE|0.24347|0|0.04112|26.08568|10.1616|0.5159|0.05364|0.02858|1|1|1|Increasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbmbwq|pH|Bottom|735914|27|2000|2026|2000-01-01T00:00:00Z|2026-05-11T08:30:00Z|7.7|TRUE|TRUE|-0.10222|0.01093|-0.00208|7.70246|4.6679|0.9462|-0.00041|-0.00353|-1|1|-1|Decreasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbpbwq|Dissolved Oxygen|Bottom|341310|11|2016|2026|2016-01-01T00:00:00Z|2026-05-11T09:30:00Z|5|TRUE|TRUE|-0.14797|0.03919|-0.02243|5.17203|4.5123|0.9525|-0.00033|-0.04021|-1|1|-1|Decreasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbpbwq|Dissolved Oxygen Saturation|Bottom|344747|11|2016|2026|2016-01-01T00:00:00Z|2026-05-11T09:30:00Z|72.9|TRUE|TRUE|-0.14688|0.03919|-0.2905|77.03709|3.4344|0.9837|-0.02261|-0.47961|-1|1|-1|Decreasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbpbwq|Salinity|Bottom|341625|11|2016|2026|2016-01-01T00:00:00Z|2026-05-11T09:30:00Z|30.7|TRUE|TRUE|0.16784|0.01826|0.2472|29.69387|4.6664|0.9462|0.52179|0.05178|1|1|1|Increasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbpbwq|Specific Conductivity|Bottom|341625|11|2016|2026|2016-01-01T00:00:00Z|2026-05-11T09:30:00Z|47.3|TRUE|TRUE|0.16423|0.02085|0.31675|45.74307|4.8451|0.9384|0.70602|0.06409|1|1|1|Increasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbpbwq|Turbidity|Bottom|339797|11|2016|2026|2016-01-01T00:00:00Z|2026-05-11T09:30:00Z|10|TRUE|TRUE|-0.2878|0.00005|-0.36168|13.23295|5.5333|0.9026|-0.20759|-0.51041|-1|1|-1|Decreasing trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbpbwq|Water Temperature|Bottom|346335|11|2016|2026|2016-01-01T00:00:00Z|2026-05-11T09:30:00Z|27.3|TRUE|TRUE|0.04643|0.53451|0.01556|27.11737|14.9741|0.1837|0.06908|-0.03729|0|1|0|No detectable trend
Cape Romano-Ten Thousand Islands Aquatic Preserve|10|354|Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program|rkbpbwq|pH|Bottom|332136|11|2016|2026|2016-01-01T00:00:00Z|2026-04-29T10:00:00Z|7.8|TRUE|TRUE|0.10036|0.19179|0.00303|7.80445|5.0088|0.9307|0.00932|-0.00191|0|1|0|No detectable trend
Coupon Bight Aquatic Preserve|13|10004|Florida Keys Aquatic Preserves Continuous Water Quality Monitoring|FKCB|Dissolved Oxygen|Surface|46023|2|2024|2025|2024-01-01T00:00:00Z|2025-12-31T23:45:00Z|6.5|FALSE|||||||||||1|2|Insufficient data
Coupon Bight Aquatic Preserve|13|10004|Florida Keys Aquatic Preserves Continuous Water Quality Monitoring|FKCB|Dissolved Oxygen Saturation|Surface|46055|2|2024|2025|2024-01-01T00:00:00Z|2025-12-31T23:45:00Z|100.5|FALSE|||||||||||1|2|Insufficient data
Coupon Bight Aquatic Preserve|13|10004|Florida Keys Aquatic Preserves Continuous Water Quality Monitoring|FKCB|Salinity|Surface|48788|2|2024|2025|2024-01-01T00:00:00Z|2025-12-31T23:45:00Z|36.5|FALSE|||||||||||1|2|Insufficient data
Coupon Bight Aquatic Preserve|13|10004|Florida Keys Aquatic Preserves Continuous Water Quality Monitoring|FKCB|Specific Conductivity|Surface|48788|2|2024|2025|2024-01-01T00:00:00Z|2025-12-31T23:45:00Z|55.09|FALSE|||||||||||1|2|Insufficient data
Coupon Bight Aquatic Preserve|13|10004|Florida Keys Aquatic Preserves Continuous Water Quality Monitoring|FKCB|Turbidity|Surface|37724|2|2024|2025|2024-01-01T00:00:00Z|2025-12-31T23:45:00Z|4|FALSE|||||||||||1|2|Insufficient data
