"","Region","MonitoringID","AreaID","ManagedAreaName","ProgramID","ProgramName","ProgramLocationID","ParameterName","Units","RelativeDepth","N_Data","N_Years","EarliestYear","LatestYear","SufficientData","Season","Median","Independent","tau","z","p_z","chi_sq","p_chi_sq","SennSlope","SennIntercept","Trend"
"414","SE",NA,NA,NA,NA,NA,NA,NA,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","SE",NA,NA,NA,NA,NA,NA,NA,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","SE",NA,NA,NA,NA,NA,NA,NA,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","SW",1,1,"Alligator Harbor Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","SW",2,2,"Apalachicola Bay Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","SW",3,3,"Apalachicola National Estuarine Research Reserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","SW",4,4,"Banana River Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","SW",5,5,"Big Bend Seagrasses Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","SW",6,7,"Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","SW",7,6,"Biscayne Bay Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","SW",8,8,"Boca Ciega Bay Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","SW",9,9,"Cape Haze Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","SW",10,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfbwq","Dissolved Oxygen","mg/L","bottom",5565,19,2002,2022,TRUE,"All",5.37765957446809,TRUE,-0.0033,-0.5093,0.6105,114.6688,0,-0.00104166666666661,5.33569806732094,0
"427","SW",10,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfbwq","Dissolved Oxygen","mg/L","bottom",5565,19,2002,2022,TRUE,"1",6.79739583333333,TRUE,-0.0498,-1.5701,0.1164,NA,NA,-0.0114583333333333,6.9578125,0
"428","SW",10,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfbwq","Dissolved Oxygen","mg/L","bottom",5565,19,2002,2022,TRUE,"2",6.40104166666667,TRUE,-0.0783,-2.4498,0.0143,NA,NA,-0.0171006944444444,6.64045138888889,0
"429","SW",10,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfbwq","Dissolved Oxygen","mg/L","bottom",5565,19,2002,2022,TRUE,"3",6.06666666666667,TRUE,0.0916,2.9948,0.0027,NA,NA,0.0181712962962963,5.83043981481481,0
"430","SW",10,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfbwq","Dissolved Oxygen","mg/L","bottom",5565,19,2002,2022,TRUE,"4",5.51041666666667,TRUE,0.0422,1.2894,0.1973,NA,NA,0.00767906336088158,5.41058884297521,0
"431","SW",10,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfbwq","Dissolved Oxygen","mg/L","bottom",5565,19,2002,2022,TRUE,"5",5.08958333333333,TRUE,0.1343,4.3558,0,NA,NA,0.0204377003205128,4.82389322916667,0
"432","SW",10,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfbwq","Dissolved Oxygen","mg/L","bottom",5565,19,2002,2022,TRUE,"6",4.51875,TRUE,0.0544,1.7418,0.0815,NA,NA,0.0118749999999999,4.3525,0
"433","SW",10,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfbwq","Dissolved Oxygen","mg/L","bottom",5565,19,2002,2022,TRUE,"7",4.43259485924113,TRUE,0.0521,1.6984,0.0894,NA,NA,0.010625,4.29446985924113,0
"434","SW",10,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfbwq","Dissolved Oxygen","mg/L","bottom",5565,19,2002,2022,TRUE,"8",4.24895833333333,TRUE,0.0935,3.0176,0.0025,NA,NA,0.0190563725490196,4.00122549019608,0
"435","SW",10,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfbwq","Dissolved Oxygen","mg/L","bottom",5565,19,2002,2022,TRUE,"9",4.23195809925094,TRUE,-0.0511,-1.6148,0.1064,NA,NA,-0.0122685185185185,4.39144883999168,0
"436","SW",10,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfbwq","Dissolved Oxygen","mg/L","bottom",5565,19,2002,2022,TRUE,"10",4.98489583333333,TRUE,-0.0936,-3.1201,0.0018,NA,NA,-0.0212239583333333,5.26080729166667,0
"437","SW",10,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfbwq","Dissolved Oxygen","mg/L","bottom",5565,19,2002,2022,TRUE,"11",6.025,TRUE,-0.0119,-0.3933,0.6941,NA,NA,-0.00273437499999996,6.060546875,0
"438","SW",10,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfbwq","Dissolved Oxygen","mg/L","bottom",5565,19,2002,2022,TRUE,"12",6.51979166666667,TRUE,-0.2098,-7.0108,0,NA,NA,-0.0472775263951734,7.13439950980392,0
"439","SW",11,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfuwq","Dissolved Oxygen","mg/L","bottom",5931,18,2002,2022,TRUE,"All",5.05416666666667,TRUE,-0.1416,-16.3092,0,103.8911,0,-0.0229166666666667,5.27899816176471,-1
"440","SW",11,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfuwq","Dissolved Oxygen","mg/L","bottom",5931,18,2002,2022,TRUE,"1",6.56809593023256,TRUE,-0.1613,-5.3362,0,NA,NA,-0.0342432776162791,7.04750181686047,-1
"441","SW",11,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfuwq","Dissolved Oxygen","mg/L","bottom",5931,18,2002,2022,TRUE,"2",6.14375,TRUE,-0.1925,-6.0782,0,NA,NA,-0.0349484427609427,6.6330281986532,-1
"442","SW",11,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfuwq","Dissolved Oxygen","mg/L","bottom",5931,18,2002,2022,TRUE,"3",5.95208333333333,TRUE,-0.0771,-2.5437,0.011,NA,NA,-0.0143750000000001,6.13895833333333,-1
"443","SW",11,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfuwq","Dissolved Oxygen","mg/L","bottom",5931,18,2002,2022,TRUE,"4",5.428125,TRUE,-0.1567,-5.0424,0,NA,NA,-0.0207720588235294,5.69816176470588,-1
"444","SW",11,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfuwq","Dissolved Oxygen","mg/L","bottom",5931,18,2002,2022,TRUE,"5",4.9234375,TRUE,0.0967,3.244,0.0012,NA,NA,0.0124131944444445,4.76206597222222,1
"445","SW",11,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfuwq","Dissolved Oxygen","mg/L","bottom",5931,18,2002,2022,TRUE,"6",4.35208333333333,TRUE,-0.1024,-3.4243,0.0006,NA,NA,-0.0136642156862745,4.5297181372549,-1
"446","SW",11,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfuwq","Dissolved Oxygen","mg/L","bottom",5931,18,2002,2022,TRUE,"7",4.13802083333333,TRUE,-0.1703,-5.7362,0,NA,NA,-0.0242099777945366,4.45275054466231,-1
"447","SW",11,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfuwq","Dissolved Oxygen","mg/L","bottom",5931,18,2002,2022,TRUE,"8",3.99427083333333,TRUE,-0.1536,-5.2051,0,NA,NA,-0.0194751602564103,4.24744791666667,-1
"448","SW",11,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfuwq","Dissolved Oxygen","mg/L","bottom",5931,18,2002,2022,TRUE,"9",3.90208333333333,TRUE,-0.1913,-6.4121,0,NA,NA,-0.0287878787878788,4.27632575757576,-1
"449","SW",11,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfuwq","Dissolved Oxygen","mg/L","bottom",5931,18,2002,2022,TRUE,"10",4.45677083333333,TRUE,-0.1731,-5.9012,0,NA,NA,-0.0310049019607843,4.85983455882353,-1
"450","SW",11,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfuwq","Dissolved Oxygen","mg/L","bottom",5931,18,2002,2022,TRUE,"11",5.553125,TRUE,-0.1286,-4.3158,0,NA,NA,-0.0261574074074074,5.8931712962963,-1
"451","SW",11,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbfuwq","Dissolved Oxygen","mg/L","bottom",5931,18,2002,2022,TRUE,"12",6.25104166666667,TRUE,-0.2904,-9.8214,0,NA,NA,-0.0624348958333333,7.0626953125,-1
"452","SW",12,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbmbwq","Dissolved Oxygen","mg/L","bottom",6416,20,2000,2022,TRUE,"All",4.46614583333333,TRUE,-0.0766,-9.1373,0,115.2202,0,-0.01328125,4.81963644462719,-1
"453","SW",12,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbmbwq","Dissolved Oxygen","mg/L","bottom",6416,20,2000,2022,TRUE,"1",5.93645833333333,TRUE,-0.1745,-6.1528,0,NA,NA,-0.0382936507936508,6.45342261904762,-1
"454","SW",12,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbmbwq","Dissolved Oxygen","mg/L","bottom",6416,20,2000,2022,TRUE,"2",5.52083333333333,TRUE,-0.0629,-2.0899,0.0366,NA,NA,-0.0119241898148148,5.67584780092593,-1
"455","SW",12,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbmbwq","Dissolved Oxygen","mg/L","bottom",6416,20,2000,2022,TRUE,"3",5.33125,TRUE,0.0005,0.0185,0.9852,NA,NA,0.0000868055555555506,5.33020833333333,1
"456","SW",12,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbmbwq","Dissolved Oxygen","mg/L","bottom",6416,20,2000,2022,TRUE,"4",4.90989583333333,TRUE,-0.1025,-3.4332,0.0006,NA,NA,-0.0139322916666667,5.07708333333333,-1
"457","SW",12,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbmbwq","Dissolved Oxygen","mg/L","bottom",6416,20,2000,2022,TRUE,"5",4.44659539473684,TRUE,-0.071,-2.3715,0.0177,NA,NA,-0.00924753289473684,4.56218955592105,-1
"458","SW",12,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbmbwq","Dissolved Oxygen","mg/L","bottom",6416,20,2000,2022,TRUE,"6",3.53645833333333,TRUE,-0.0858,-2.9818,0.0029,NA,NA,-0.0144097222222222,3.709375,-1
"459","SW",12,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbmbwq","Dissolved Oxygen","mg/L","bottom",6416,20,2000,2022,TRUE,"7",3.18541666666667,TRUE,0.0114,0.4066,0.6843,NA,NA,0.00185185185185185,3.16319444444444,1
"460","SW",12,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbmbwq","Dissolved Oxygen","mg/L","bottom",6416,20,2000,2022,TRUE,"8",2.8375,TRUE,0.0865,3.0264,0.0025,NA,NA,0.0139583333333333,2.67,1
"461","SW",12,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbmbwq","Dissolved Oxygen","mg/L","bottom",6416,20,2000,2022,TRUE,"9",2.81666666666667,TRUE,0.0057,0.1965,0.8442,NA,NA,0.000942460317460306,2.80441468253968,1
"462","SW",12,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbmbwq","Dissolved Oxygen","mg/L","bottom",6416,20,2000,2022,TRUE,"10",3.75260416666667,TRUE,-0.1171,-4.1277,0,NA,NA,-0.021969696969697,4.01624053030303,-1
"463","SW",12,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbmbwq","Dissolved Oxygen","mg/L","bottom",6416,20,2000,2022,TRUE,"11",5.02916666666667,TRUE,-0.1836,-6.2581,0,NA,NA,-0.0350260416666667,5.44947916666667,-1
"464","SW",12,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbmbwq","Dissolved Oxygen","mg/L","bottom",6416,20,2000,2022,TRUE,"12",5.51454545454545,TRUE,-0.2295,-8.112,0,NA,NA,-0.0490530303030303,6.10318181818182,-1
"465","SW",13,10,"Cape Romano-Ten Thousand Islands Aquatic Preserve",354,"Rookery Bay National Estuarine Research Reserve System-Wide Monitoring Program","rkbpbwq","Dissolved Oxygen","mg/L","bottom",2098,7,2016,2022,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","SW",14,11,"Cockroach Bay Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","SW",15,13,"Coupon Bight Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","SW",16,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB02","Dissolved Oxygen","mg/L","bottom",4167,17,2004,2021,TRUE,"All",5.99166666666667,TRUE,0.2249,21.4713,0,185.9988,0,0.0606770833333334,5.06875,1
"469","SW",16,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB02","Dissolved Oxygen","mg/L","bottom",4167,17,2004,2021,TRUE,"1",7.19270833333333,TRUE,0.1391,4.0778,0,NA,NA,0.0320512820512821,6.84014423076923,1
"470","SW",16,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB02","Dissolved Oxygen","mg/L","bottom",4167,17,2004,2021,TRUE,"2",6.959375,TRUE,0.0354,1.0105,0.3122,NA,NA,0.00950897469008265,6.85477627840909,1
"471","SW",16,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB02","Dissolved Oxygen","mg/L","bottom",4167,17,2004,2021,TRUE,"3",6.521875,TRUE,0.1187,3.3767,0.0007,NA,NA,0.0283854166666666,6.29479166666667,1
"472","SW",16,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB02","Dissolved Oxygen","mg/L","bottom",4167,17,2004,2021,TRUE,"4",6.07916666666667,TRUE,0.3263,9.4754,0,NA,NA,0.0763392857142857,5.23943452380952,1
"473","SW",16,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB02","Dissolved Oxygen","mg/L","bottom",4167,17,2004,2021,TRUE,"5",5.65055675287356,TRUE,0.4385,13.1672,0,NA,NA,0.106203911220359,4.48231372944962,1
"474","SW",16,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB02","Dissolved Oxygen","mg/L","bottom",4167,17,2004,2021,TRUE,"6",5.4328125,TRUE,0.3532,9.5737,0,NA,NA,0.10625,4.1578125,1
"475","SW",16,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB02","Dissolved Oxygen","mg/L","bottom",4167,17,2004,2021,TRUE,"7",5.10523427041499,TRUE,0.458,11.8452,0,NA,NA,0.143383578431373,3.52801490766989,1
"476","SW",16,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB02","Dissolved Oxygen","mg/L","bottom",4167,17,2004,2021,TRUE,"8",5.08553685897436,TRUE,0.3108,7.985,0,NA,NA,0.0863378684807257,3.96314456872493,1
"477","SW",16,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB02","Dissolved Oxygen","mg/L","bottom",4167,17,2004,2021,TRUE,"9",5.00833333333333,TRUE,0.1278,3.6897,0.0002,NA,NA,0.0426054267473118,4.58227906586021,1
"478","SW",16,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB02","Dissolved Oxygen","mg/L","bottom",4167,17,2004,2021,TRUE,"10",5.50520833333333,TRUE,0.2571,6.919,0,NA,NA,0.0607142857142857,4.89806547619048,1
"479","SW",16,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB02","Dissolved Oxygen","mg/L","bottom",4167,17,2004,2021,TRUE,"11",6.190625,TRUE,0.1321,3.5642,0.0004,NA,NA,0.0402777777777779,5.90868055555555,1
"480","SW",16,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB02","Dissolved Oxygen","mg/L","bottom",4167,17,2004,2021,TRUE,"12",6.8359375,TRUE,0.0354,0.9795,0.3273,NA,NA,0.00841829686118482,6.77700942197171,1
"481","SW",17,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB03","Dissolved Oxygen","mg/L","bottom",4543,18,2004,2021,TRUE,"All",5.80208333333333,TRUE,0.1465,14.7172,0,130.3427,0,0.0414539359950475,5.30815972222222,1
"482","SW",17,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB03","Dissolved Oxygen","mg/L","bottom",4543,18,2004,2021,TRUE,"1",7.19884996695307,TRUE,0.0324,0.9056,0.3652,NA,NA,0.0104166666666664,7.08426663361974,1
"483","SW",17,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB03","Dissolved Oxygen","mg/L","bottom",4543,18,2004,2021,TRUE,"2",6.815625,TRUE,-0.0518,-1.5329,0.1253,NA,NA,-0.0161070478723404,6.9766954787234,-1
"484","SW",17,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB03","Dissolved Oxygen","mg/L","bottom",4543,18,2004,2021,TRUE,"3",6.5953125,TRUE,0.031,0.9358,0.3494,NA,NA,0.00796270287141088,6.51568547128589,1
"485","SW",17,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB03","Dissolved Oxygen","mg/L","bottom",4543,18,2004,2021,TRUE,"4",6.05972222222222,TRUE,0.1406,3.8233,0.0001,NA,NA,0.0298611111111112,5.76111111111111,1
"486","SW",17,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB03","Dissolved Oxygen","mg/L","bottom",4543,18,2004,2021,TRUE,"5",5.521875,TRUE,0.3166,9.9785,0,NA,NA,0.0666666666666664,4.85520833333334,1
"487","SW",17,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB03","Dissolved Oxygen","mg/L","bottom",4543,18,2004,2021,TRUE,"6",4.96086956521739,TRUE,0.196,5.496,0,NA,NA,0.0513621794871794,4.39588559085842,1
"488","SW",17,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB03","Dissolved Oxygen","mg/L","bottom",4543,18,2004,2021,TRUE,"7",4.653125,TRUE,0.1283,3.6492,0.0003,NA,NA,0.0420833333333333,4.19020833333333,1
"489","SW",17,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB03","Dissolved Oxygen","mg/L","bottom",4543,18,2004,2021,TRUE,"8",4.4968085106383,TRUE,0.2508,6.4951,0,NA,NA,0.0821180555555556,3.59350989952719,1
"490","SW",17,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB03","Dissolved Oxygen","mg/L","bottom",4543,18,2004,2021,TRUE,"9",4.17760416666667,TRUE,0.2695,8.0289,0,NA,NA,0.0875,3.30260416666667,1
"491","SW",17,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB03","Dissolved Oxygen","mg/L","bottom",4543,18,2004,2021,TRUE,"10",5.09583333333333,TRUE,0.2528,7.4934,0,NA,NA,0.0767857142857142,4.40476190476191,1
"492","SW",17,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB03","Dissolved Oxygen","mg/L","bottom",4543,18,2004,2021,TRUE,"11",6.25625,TRUE,0.1607,4.7863,0,NA,NA,0.0470233294930876,5.78601670506912,1
"493","SW",17,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB03","Dissolved Oxygen","mg/L","bottom",4543,18,2004,2021,TRUE,"12",6.82946428571429,TRUE,0.0367,1.1375,0.2553,NA,NA,0.00989583333333321,6.74040178571429,1
"494","SW",18,14,"Estero Bay Aquatic Preserve",474,"Estero Bay Aquatic Preserve Continuous Water Quality Monitoring","EB04","Dissolved Oxygen","mg/L","bottom",94,1,2021,2021,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","SW",19,15,"Florida Keys National Marine Sanctuary",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","SW",20,16,"Fort Clinch State Park Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","SW",21,17,"Fort Pickens State Park Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","SW",22,18,"Gasparilla Sound-Charlotte Harbor Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","SW",23,19,"Guana River Marsh Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","SW",24,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","SW",25,21,"Indian River-Malabar to Vero Beach Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","SW",26,22,"Indian River-Vero Beach to Ft. Pierce Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","SW",27,23,"Jensen Beach to Jupiter Inlet Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","SW",28,24,"Lake Jackson Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","SW",29,25,"Lemon Bay Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","SW",30,26,"Lignumvitae Key Aquatic Preserve",NA,NA,NA,"Dissolved Oxygen","mg/L",NA,0,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
