AreaID|ManagedAreaName|Species|ParameterName|N_Programs|Programs|ProgramIDs|N_Data|N_Years|EarliestYear|LatestYear|SufficientData|LME_Intercept|LME_Slope|p|StatisticalTrend|years
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Thalassia testudinum|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|6105|26|1998|2023|TRUE|5.7712|-0.201|0.0151|Significantly decreasing trend|1998 - 2023
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|6637|30|1994|2023|TRUE|53.3244|-1.7836|0|Significantly decreasing trend|1994 - 2023
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|0|0|||FALSE||||Insufficient data to calculate trend|
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|0|0|||FALSE||||Insufficient data to calculate trend|
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Halodule wrightii|Median percent cover (from BB scores)|2|Loxahatchee River District Bi-Monthly Seagrass Monitoring, Seagrass (SJRWMD)|3013, 3017|5349|27|1997|2023|TRUE|10.0429|-0.2746|0|Significantly decreasing trend|1997 - 2023
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Halophila spp.|Median percent cover (from BB scores)|2|Loxahatchee River District Bi-Monthly Seagrass Monitoring, Seagrass (SJRWMD)|3013, 3017|16096|27|1997|2023|TRUE|1.8258|-0.0362|0.0166|Significantly decreasing trend|1997 - 2023
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Ruppia maritima|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|5372|27|1997|2023|TRUE||||Model did not fit the available data|1997 - 2023
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Syringodium filiforme|Median percent cover (from BB scores)|2|Loxahatchee River District Bi-Monthly Seagrass Monitoring, Seagrass (SJRWMD)|3013, 3017|5362|27|1997|2023|TRUE|17.5046|-0.6328|0.0002|Significantly decreasing trend|1997 - 2023
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Thalassia testudinum|Median percent cover (from BB scores)|2|Loxahatchee River District Bi-Monthly Seagrass Monitoring, Seagrass (SJRWMD)|3013, 3017|5368|27|1997|2023|TRUE|3.0884|-0.0852|0.061|No significant trend|1997 - 2023
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|5894|30|1994|2023|TRUE|34.3511|-1.0249|0|Significantly decreasing trend|1994 - 2023
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|2|Loxahatchee River District Bi-Monthly Seagrass Monitoring, Seagrass (SJRWMD)|3013, 3017|0|0|||FALSE||||Insufficient data to calculate trend|
25|Lemon Bay Aquatic Preserve|Attached algae|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|64|14|1999|2022|TRUE|-3.3794|0.5761|0.1686|No significant trend|1999 - 2022
25|Lemon Bay Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|106|23|1999|2022|TRUE|22.4515|-0.5378|0.0483|Significantly decreasing trend|1999 - 2022
25|Lemon Bay Aquatic Preserve|Halodule wrightii|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, Sarasota County Seagrass Monitoring|568, 570|723|25|1998|2022|TRUE|30.4973|0.0533|0.776|No significant trend|1998 - 2022
25|Lemon Bay Aquatic Preserve|No grass In Quadrat|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|99|23|1998|2022|TRUE||||Model did not fit the available data|1998 - 2022
25|Lemon Bay Aquatic Preserve|Syringodium filiforme|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, Sarasota County Seagrass Monitoring|568, 570|332|24|1998|2022|TRUE|7.8358|-0.062|0.8358|No significant trend|1998 - 2022
25|Lemon Bay Aquatic Preserve|Thalassia testudinum|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, Sarasota County Seagrass Monitoring|568, 570|477|23|1998|2022|TRUE|7.1843|0.1749|0.7375|No significant trend|1998 - 2022
25|Lemon Bay Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, Sarasota County Seagrass Monitoring|568, 570|922|21|1998|2022|TRUE|30.2738|0.3292|0.4146|No significant trend|1998 - 2022
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|0|0|||FALSE||||Insufficient data to calculate trend|
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Halodule wrightii|Median percent cover (from BB scores)|3|Loxahatchee River District Bi-Monthly Seagrass Monitoring, Loxahatchee River District Landscape-Scale Seagrass Mapping Area, Seagrass (SJRWMD)|3013, 3017, 10001|749|24|1999|2023|TRUE|20.159|-0.578|0|Significantly decreasing trend|1999 - 2023
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Halophila spp.|Median percent cover (from BB scores)|3|Loxahatchee River District Bi-Monthly Seagrass Monitoring, Loxahatchee River District Landscape-Scale Seagrass Mapping Area, Seagrass (SJRWMD)|3013, 3017, 10001|2265|24|1999|2023|TRUE|1.7078|-0.0392|0.0042|Significantly decreasing trend|1999 - 2023
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Ruppia maritima|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|756|24|1999|2023|TRUE||||Model did not fit the available data|1999 - 2023
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Syringodium filiforme|Median percent cover (from BB scores)|3|Loxahatchee River District Bi-Monthly Seagrass Monitoring, Loxahatchee River District Landscape-Scale Seagrass Mapping Area, Seagrass (SJRWMD)|3013, 3017, 10001|756|24|1999|2023|TRUE|2.5351|-0.0774|0.3485|No significant trend|1999 - 2023
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Thalassia testudinum|Median percent cover (from BB scores)|3|Loxahatchee River District Bi-Monthly Seagrass Monitoring, Loxahatchee River District Landscape-Scale Seagrass Mapping Area, Seagrass (SJRWMD)|3013, 3017, 10001|756|24|1999|2023|TRUE|0.1034|-0.0047|0.3007|No significant trend|1999 - 2023
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|763|24|1999|2023|TRUE|27.6035|-0.7913|0|Significantly decreasing trend|1999 - 2023
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|3|Loxahatchee River District Bi-Monthly Seagrass Monitoring, Loxahatchee River District Landscape-Scale Seagrass Mapping Area, Seagrass (SJRWMD)|3013, 3017, 10001|0|0|||FALSE||||Insufficient data to calculate trend|
28|Matlacha Pass Aquatic Preserve|Attached algae|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|1|1|2021|2021|FALSE||||Insufficient data to calculate trend|
28|Matlacha Pass Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|199|23|2000|2022|TRUE|-6.4375|1.1245|0.1322|No significant trend|2000 - 2022
28|Matlacha Pass Aquatic Preserve|Halodule wrightii|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|559|23|2000|2022|TRUE|18.994|0.1267|0.7963|No significant trend|2000 - 2022
28|Matlacha Pass Aquatic Preserve|Halophila decipiens|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|2|1|2007|2007|FALSE||||Insufficient data to calculate trend|
28|Matlacha Pass Aquatic Preserve|Halophila engelmannii|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|19|10|2010|2022|TRUE|2.2154|0.0907|0.7415|No significant trend|2010 - 2022
28|Matlacha Pass Aquatic Preserve|No grass In Quadrat|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|71|19|2000|2022|TRUE||||Model did not fit the available data|2000 - 2022
28|Matlacha Pass Aquatic Preserve|Ruppia maritima|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|2|2|2006|2018|FALSE||||Insufficient data to calculate trend|
28|Matlacha Pass Aquatic Preserve|Thalassia testudinum|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|160|23|2000|2022|TRUE|24.6994|-0.3505|0.3931|No significant trend|2000 - 2022
28|Matlacha Pass Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|648|19|2004|2022|TRUE|26.8671|-0.1007|0.8226|No significant trend|2004 - 2022
28|Matlacha Pass Aquatic Preserve|Halophila, unk.|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|4|4|2007|2014|FALSE||||Insufficient data to calculate trend|
29|Mosquito Lagoon Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|0|0|||FALSE||||Insufficient data to calculate trend|
29|Mosquito Lagoon Aquatic Preserve|Halodule wrightii|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|618|15|2009|2023|TRUE|29.1689|-1.0903|0.0057|Significantly decreasing trend|2009 - 2023
29|Mosquito Lagoon Aquatic Preserve|Halophila spp.|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|1854|15|2009|2023|TRUE|-0.0543|0.0029|0.3208|No significant trend|2009 - 2023
29|Mosquito Lagoon Aquatic Preserve|Ruppia maritima|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|618|15|2009|2023|TRUE||||Model did not fit the available data|2009 - 2023
29|Mosquito Lagoon Aquatic Preserve|Syringodium filiforme|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|618|15|2009|2023|TRUE||||Model did not fit the available data|2009 - 2023
29|Mosquito Lagoon Aquatic Preserve|Thalassia testudinum|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|618|15|2009|2023|TRUE||||Model did not fit the available data|2009 - 2023
29|Mosquito Lagoon Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|618|15|2009|2023|TRUE|29.11|-1.0871|0.0055|Significantly decreasing trend|2009 - 2023
29|Mosquito Lagoon Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|Seagrass (SJRWMD)|3013|0|0|||FALSE||||Insufficient data to calculate trend|
48|Nature Coast Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|853|27|1997|2023|TRUE|25.5513|-0.1532|0.2716|No significant trend|1997 - 2023
48|Nature Coast Aquatic Preserve|Halodule wrightii|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|1278|27|1997|2023|TRUE|8.9364|0.0876|0.2987|No significant trend|1997 - 2023
48|Nature Coast Aquatic Preserve|Halophila engelmannii|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|364|24|1997|2023|TRUE|6.4686|0.2925|0.0615|No significant trend|1997 - 2023
48|Nature Coast Aquatic Preserve|No grass In Quadrat|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|38|6|1998|2023|TRUE||||Model did not fit the available data|1998 - 2023
48|Nature Coast Aquatic Preserve|Ruppia maritima|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|22|9|1997|2023|TRUE||||Model did not fit the available data|1997 - 2023
48|Nature Coast Aquatic Preserve|Syringodium filiforme|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|1884|27|1997|2023|TRUE|20.4864|-0.1647|0.3493|No significant trend|1997 - 2023
48|Nature Coast Aquatic Preserve|Thalassia testudinum|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|5446|27|1997|2023|TRUE|50.9233|-0.4669|0.0243|Significantly decreasing trend|1997 - 2023
34|Pine Island Sound Aquatic Preserve|Attached algae|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|18|12|2002|2022|TRUE|18.9755|-0.601|0.1337|No significant trend|2002 - 2022
34|Pine Island Sound Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|246|21|2000|2022|TRUE|9.96|0.12|0.557|No significant trend|2000 - 2022
34|Pine Island Sound Aquatic Preserve|Halodule wrightii|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, SCCF Seagrass Surveys|570, 3015|633|23|2000|2022|TRUE|9.0208|0.8475|0.0554|No significant trend|2000 - 2022
34|Pine Island Sound Aquatic Preserve|Halophila decipiens|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|4|2|2006|2018|FALSE||||Insufficient data to calculate trend|
34|Pine Island Sound Aquatic Preserve|Halophila engelmannii|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, SCCF Seagrass Surveys|570, 3015|3|3|2006|2018|FALSE||||Insufficient data to calculate trend|
34|Pine Island Sound Aquatic Preserve|No grass In Quadrat|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|159|21|2002|2022|TRUE||||Model did not fit the available data|2002 - 2022
34|Pine Island Sound Aquatic Preserve|Ruppia maritima|Median percent cover (from BB scores)|1|SCCF Seagrass Surveys|3015|0|0|||FALSE||||Insufficient data to calculate trend|
34|Pine Island Sound Aquatic Preserve|Syringodium filiforme|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, SCCF Seagrass Surveys|570, 3015|289|23|2000|2022|TRUE|14.7616|0.7652|0.0419|Significantly increasing trend|2000 - 2022
34|Pine Island Sound Aquatic Preserve|Thalassia testudinum|Median percent cover (from BB scores)|2|Charlotte Harbor Seagrass Monitoring, SCCF Seagrass Surveys|570, 3015|683|24|1998|2022|TRUE|9.299|0.0751|0.5887|No significant trend|1998 - 2022
34|Pine Island Sound Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|1202|21|1998|2022|TRUE|13.7213|0.6195|0.0825|No significant trend|1998 - 2022
35|Pinellas County Aquatic Preserve|Attached algae|Median percent cover (from BB scores)|2|Tampa Bay Seagrass Monitoring, Western Pinellas County Seagrass Monitoring|564, 565|445|10|2000|2021|TRUE|1.346|-0.0087|0.9565|No significant trend|2000 - 2021
35|Pinellas County Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|2|Tampa Bay Seagrass Monitoring, Western Pinellas County Seagrass Monitoring|564, 565|757|11|2012|2022|TRUE|-72.012|3.8327|0|Significantly increasing trend|2012 - 2022
35|Pinellas County Aquatic Preserve|Halodule wrightii|Median percent cover (from BB scores)|3|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring, Tampa Bay Seagrass Monitoring, Western Pinellas County Seagrass Monitoring|560, 564, 565|6805|26|1998|2023|TRUE|21.3982|0.3242|0.0268|Significantly increasing trend|1998 - 2023
35|Pinellas County Aquatic Preserve|Halophila engelmannii|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|8|2|2021|2022|FALSE||||Insufficient data to calculate trend|
35|Pinellas County Aquatic Preserve|No grass In Quadrat|Median percent cover (from BB scores)|2|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring, Tampa Bay Seagrass Monitoring|560, 565|3563|26|1998|2023|TRUE||||Model did not fit the available data|1998 - 2023
35|Pinellas County Aquatic Preserve|Ruppia maritima|Median percent cover (from BB scores)|2|Tampa Bay Seagrass Monitoring, Western Pinellas County Seagrass Monitoring|564, 565|695|17|1998|2022|TRUE|-26.297|1.4532|0.3562|No significant trend|1998 - 2022
35|Pinellas County Aquatic Preserve|Syringodium filiforme|Median percent cover (from BB scores)|3|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring, Tampa Bay Seagrass Monitoring, Western Pinellas County Seagrass Monitoring|560, 564, 565|4215|26|1998|2023|TRUE|19.9604|0.3298|0.1534|No significant trend|1998 - 2023
35|Pinellas County Aquatic Preserve|Thalassia testudinum|Median percent cover (from BB scores)|3|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring, Tampa Bay Seagrass Monitoring, Western Pinellas County Seagrass Monitoring|560, 564, 565|3733|26|1998|2023|TRUE|39.3192|-0.0642|0.7267|No significant trend|1998 - 2023
35|Pinellas County Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|Western Pinellas County Seagrass Monitoring|564|2602|9|2011|2019|TRUE|35.6054|0.4199|0.5741|No significant trend|2011 - 2019
35|Pinellas County Aquatic Preserve|Halophila, unk.|Median percent cover (from BB scores)|2|Tampa Bay Seagrass Monitoring, Western Pinellas County Seagrass Monitoring|564, 565|519|16|1999|2022|TRUE|-1.6374|0.1094|0.658|No significant trend|1999 - 2022
38|Rookery Bay Aquatic Preserve|Halodule wrightii|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|222|8|1998|2005|TRUE|33.6287|-1.7091|0.2546|No significant trend|1998 - 2005
38|Rookery Bay Aquatic Preserve|Halophila decipiens|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|113|8|1998|2005|TRUE|-0.4446|0.0784|0.3563|No significant trend|1998 - 2005
38|Rookery Bay Aquatic Preserve|Halophila engelmannii|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|222|8|1998|2005|TRUE|3.5305|-0.2323|0.4437|No significant trend|1998 - 2005
38|Rookery Bay Aquatic Preserve|Syringodium filiforme|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|221|8|1998|2005|TRUE|16.1048|-1.1344|0.4001|No significant trend|1998 - 2005
38|Rookery Bay Aquatic Preserve|Thalassia testudinum|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|222|8|1998|2005|TRUE|36.9897|-3.1381|0.0667|No significant trend|1998 - 2005
38|Rookery Bay Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|220|8|1998|2005|TRUE|68.3696|-4.521|0.0166|Significantly decreasing trend|1998 - 2005
39|Rookery Bay National Estuarine Research Reserve|Halodule wrightii|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|222|8|1998|2005|TRUE|33.6285|-1.7091|0.2546|No significant trend|1998 - 2005
39|Rookery Bay National Estuarine Research Reserve|Halophila decipiens|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|113|8|1998|2005|TRUE|-0.4446|0.0784|0.3563|No significant trend|1998 - 2005
39|Rookery Bay National Estuarine Research Reserve|Halophila engelmannii|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|222|8|1998|2005|TRUE|3.5304|-0.2323|0.4437|No significant trend|1998 - 2005
39|Rookery Bay National Estuarine Research Reserve|Syringodium filiforme|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|221|8|1998|2005|TRUE|16.1047|-1.1344|0.4001|No significant trend|1998 - 2005
39|Rookery Bay National Estuarine Research Reserve|Thalassia testudinum|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|222|8|1998|2005|TRUE|36.9898|-3.1381|0.0667|No significant trend|1998 - 2005
39|Rookery Bay National Estuarine Research Reserve|Total seagrass|Median percent cover (from BB scores)|1|Rookery Bay National Estuarine Research Reserve Seagrass Monitoring|572|220|8|1998|2005|TRUE|68.3695|-4.521|0.0166|Significantly decreasing trend|1998 - 2005
40|St. Andrews State Park Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Central Panhandle Aquatic Preserves Seagrass Monitoring|557|100|4|2016|2020|FALSE||||Insufficient data to calculate trend|
40|St. Andrews State Park Aquatic Preserve|Halodule wrightii|Median percent cover (from BB scores)|2|Central Panhandle Aquatic Preserves Seagrass Monitoring, St. Andrew Bay Aquatic Preserve Seagrass Monitoring|556, 557|449|13|2000|2021|TRUE|10.6447|0.3782|0.42|No significant trend|2000 - 2021
40|St. Andrews State Park Aquatic Preserve|No grass In Quadrat|Median percent cover (from BB scores)|1|Central Panhandle Aquatic Preserves Seagrass Monitoring|557|43|5|2016|2021|TRUE||||Model did not fit the available data|2016 - 2021
40|St. Andrews State Park Aquatic Preserve|Syringodium filiforme|Median percent cover (from BB scores)|2|Central Panhandle Aquatic Preserves Seagrass Monitoring, St. Andrew Bay Aquatic Preserve Seagrass Monitoring|556, 557|426|12|2000|2021|TRUE|3.8889|-0.133|0.8525|No significant trend|2000 - 2021
40|St. Andrews State Park Aquatic Preserve|Thalassia testudinum|Median percent cover (from BB scores)|2|Central Panhandle Aquatic Preserves Seagrass Monitoring, St. Andrew Bay Aquatic Preserve Seagrass Monitoring|556, 557|744|13|2000|2021|TRUE|18.6701|1.4234|0.1065|No significant trend|2000 - 2021
40|St. Andrews State Park Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|St. Andrew Bay Aquatic Preserve Seagrass Monitoring|556|413|8|2000|2007|TRUE|88.1363|-1.5227|0.1502|No significant trend|2000 - 2007
41|St. Joseph Bay Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Central Panhandle Aquatic Preserves Seagrass Monitoring|557|206|12|2006|2022|TRUE|11.3799|-0.0095|0.9842|No significant trend|2006 - 2022
41|St. Joseph Bay Aquatic Preserve|Halodule wrightii|Median percent cover (from BB scores)|1|Central Panhandle Aquatic Preserves Seagrass Monitoring|557|47|9|2005|2022|TRUE|40.8228|-0.0194|0.9826|No significant trend|2005 - 2022
41|St. Joseph Bay Aquatic Preserve|Syringodium filiforme|Median percent cover (from BB scores)|1|Central Panhandle Aquatic Preserves Seagrass Monitoring|557|78|9|2005|2022|TRUE|47.8044|-0.5876|0.4739|No significant trend|2005 - 2022
41|St. Joseph Bay Aquatic Preserve|Thalassia testudinum|Median percent cover (from BB scores)|1|Central Panhandle Aquatic Preserves Seagrass Monitoring|557|793|10|2005|2022|TRUE|61.143|-0.0818|0.8323|No significant trend|2005 - 2022
43|St. Martins Marsh Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|696|27|1997|2023|TRUE|18.8842|-0.0018|0.9916|No significant trend|1997 - 2023
43|St. Martins Marsh Aquatic Preserve|Halodule wrightii|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|1266|27|1997|2023|TRUE|24.4908|-0.0631|0.7163|No significant trend|1997 - 2023
43|St. Martins Marsh Aquatic Preserve|Halophila engelmannii|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|396|25|1997|2023|TRUE|24.4493|-0.2666|0.3981|No significant trend|1997 - 2023
43|St. Martins Marsh Aquatic Preserve|No grass In Quadrat|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|20|7|1997|2021|TRUE||||Model did not fit the available data|1997 - 2021
43|St. Martins Marsh Aquatic Preserve|Ruppia maritima|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|127|12|1997|2023|TRUE|20.7569|0.1216|0.7707|No significant trend|1997 - 2023
43|St. Martins Marsh Aquatic Preserve|Syringodium filiforme|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|655|27|1997|2023|TRUE|17.0651|-0.0115|0.9402|No significant trend|1997 - 2023
43|St. Martins Marsh Aquatic Preserve|Thalassia testudinum|Median percent cover (from BB scores)|1|Big Bend Seagrasses & Nature Coast Aquatic Preserves - Seagrass Monitoring|560|2845|27|1997|2023|TRUE|33.1305|0.0304|0.8465|No significant trend|1997 - 2023
44|Terra Ceia Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|13|3|2018|2022|FALSE||||Insufficient data to calculate trend|
44|Terra Ceia Aquatic Preserve|Halodule wrightii|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|696|24|1999|2022|TRUE|22.287|1.1257|0|Significantly increasing trend|1999 - 2022
44|Terra Ceia Aquatic Preserve|No grass In Quadrat|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|963|24|1999|2022|TRUE||||Model did not fit the available data|1999 - 2022
44|Terra Ceia Aquatic Preserve|Ruppia maritima|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|2|2|2016|2021|FALSE||||Insufficient data to calculate trend|
44|Terra Ceia Aquatic Preserve|Syringodium filiforme|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|529|24|1999|2022|TRUE|37.9759|0.0368|0.9254|No significant trend|1999 - 2022
44|Terra Ceia Aquatic Preserve|Thalassia testudinum|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|1643|24|1999|2022|TRUE|33.3919|0.3125|0.3186|No significant trend|1999 - 2022
44|Terra Ceia Aquatic Preserve|Halophila, unk.|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|3|3|2016|2021|FALSE||||Insufficient data to calculate trend|
