ProgramID|ProgramName|LocationID|ProgramLocationID|QuadIdentifier|ReefIdentifier|LiveDate|LiveDate_Qualifier|SampleDate|Year|Month|ManagedAreaName|Region.x|SurveyMethod|HabitatClassification|QuadSize_m2|MADup|Density_m2|Number_of_Oysters_Counted_Total_Count|Number_of_Oysters_Counted_Live_Count|Number_of_Oysters_Counted_Dead_Count|UniversalReefID|Region.y|MA_plotlab|Subtidal|RelYear|YearDiff|DensIndex|NTotIndex|NLiveIndex|NDeadIndex|Treatment
4042|Estero Bay Oyster Monitoring|101979|892a|101979_101979_2021_1_892a-2|892a|2021|Exact|2021-01-07T00:00:00Z|2021|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|416|70|26|44|101979||Estero Bay Aquatic Preserve_Natural|FALSE|52|1969|68069|73520|68069|21425|
4042|Estero Bay Oyster Monitoring|101979|892a|101979_101979_2019_2_892a-2|892a|2019|Exact|2019-02-07T00:00:00Z|2019|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|192|100|12|88|101979||Estero Bay Aquatic Preserve_Natural|FALSE|50|1969|76106|21519|76106|21520|
4042|Estero Bay Oyster Monitoring|101979|892a|101979_101979_2018_2_892a-3|892a|2018|Exact|2018-02-19T00:00:00Z|2018|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|656|81|41|40|101979||Estero Bay Aquatic Preserve_Natural|FALSE|49|1969|101001|21521|101001|28825|
4042|Estero Bay Oyster Monitoring|101979|892a|101979_101979_2019_2_892a-4|892a|2019|Exact|2019-02-07T00:00:00Z|2019|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|272|41|17|24|101979||Estero Bay Aquatic Preserve_Natural|FALSE|50|1969|21522|100764|21522|79184|
4042|Estero Bay Oyster Monitoring|101979|892a|101979_101979_2022_1_892a-2|892a|2022|Exact|2022-01-05T00:00:00Z|2022|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|736|90|46|44|101979||Estero Bay Aquatic Preserve_Natural|FALSE|53|1969|28725|78772|28725|67845|
4042|Estero Bay Oyster Monitoring|101979|892a|101979_101979_2018_2_892a-4|892a|2018|Exact|2018-02-19T00:00:00Z|2018|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|144|52|9|43|101979||Estero Bay Aquatic Preserve_Natural|FALSE|49|1969|68071|79185|68071|28827|
4042|Estero Bay Oyster Monitoring|101971|610b|171215_101971_2016_6_610b-1|610b|2016|Exact|2016-06-28T00:00:00Z|2016|6|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|1056|88|66|22|171215||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|32251|252502|32251|53959|
4042|Estero Bay Oyster Monitoring|101971|610b|171215_101971_2016_6_610b-4|610b|2016|Exact|2016-06-28T00:00:00Z|2016|6|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|976|91|61|30|171215||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|140413|145278|140413|32252|
4042|Estero Bay Oyster Monitoring|101971|610b|171215_101971_2016_6_610b-3|610b|2016|Exact|2016-06-28T00:00:00Z|2016|6|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|1216|96|76|20|171215||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|145280|145279|145280|32881|
4042|Estero Bay Oyster Monitoring|101951|214a|171043_101951_2016_2_214a-3|214a|2016|Exact|2016-02-22T00:00:00Z|2016|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|16|80|1|79|171043||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|46481|210737|46481|95997|
4042|Estero Bay Oyster Monitoring|101962|381a|171100_101962_2015_1_381a1|381a|2015|Exact|2015-01-22T00:00:00Z|2015|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.33|1|783||||171100||Estero Bay Aquatic Preserve_Natural|FALSE|46|1969|46526||||
4042|Estero Bay Oyster Monitoring|101947|128a|171028_101947_2016_3_128a-4|128a|2016|Exact|2016-03-09T00:00:00Z|2016|3|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|336|42|21|21|171028||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|192399|261955|192399|52136|
4042|Estero Bay Oyster Monitoring|101947|128a|171028_101947_2016_3_128a-3|128a|2016|Exact|2016-03-09T00:00:00Z|2016|3|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|720|73|45|28|171028||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|52137|226982|52137|103697|
4042|Estero Bay Oyster Monitoring|101951|214a|171043_101951_2016_2_214a-2|214a|2016|Exact|2016-02-22T00:00:00Z|2016|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|80|55|5|50|171043||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|213369|52726|213369|52568|
4042|Estero Bay Oyster Monitoring|101947|128a|171028_101947_2016_3_128a-1|128a|2016|Exact|2016-03-09T00:00:00Z|2016|3|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|608|78|38|40|171028||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|57242|269602|57242|226984|
4042|Estero Bay Oyster Monitoring|101979|892a|101979_101979_2022_1_892a-1|892a|2022|Exact|2022-01-05T00:00:00Z|2022|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|736|70|46|24|101979||Estero Bay Aquatic Preserve_Natural|FALSE|53|1969|101002|78771|101002|68101|
4042|Estero Bay Oyster Monitoring|101979|892a|101979_101979_2022_1_892a-3|892a|2022|Exact|2022-01-05T00:00:00Z|2022|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|880|90|55|35|101979||Estero Bay Aquatic Preserve_Natural|FALSE|53|1969|103531|68103|103531|100762|
4042|Estero Bay Oyster Monitoring|101979|892a|101979_101979_2021_1_892a1|892a|2021|Exact|2021-01-07T00:00:00Z|2021|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|3184||||101979||Estero Bay Aquatic Preserve_Natural|FALSE|52|1969|68437||||
4042|Estero Bay Oyster Monitoring|101979|892a|101979_101979_2020_1_892a-2|892a|2020|Exact|2020-01-03T00:00:00Z|2020|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|480|96|30|66|101979||Estero Bay Aquatic Preserve_Natural|FALSE|51|1969|103792|103529|103792|68560|
4042|Estero Bay Oyster Monitoring|101979|892a|101979_101979_2020_1_892a1|892a|2020|Exact|2020-01-03T00:00:00Z|2020|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|2720||||101979||Estero Bay Aquatic Preserve_Natural|FALSE|51|1969|73519||||
4042|Estero Bay Oyster Monitoring|101979|892a|101979_101979_2018_2_892a-2|892a|2018|Exact|2018-02-19T00:00:00Z|2018|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|1008|87|63|24|101979||Estero Bay Aquatic Preserve_Natural|FALSE|49|1969|103530|101003|103530|76104|
4042|Estero Bay Oyster Monitoring|101970|610a|171219_101970_2016_6_610a-3|610a|2016|Exact|2016-06-28T00:00:00Z|2016|6|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|1152|97|72|25|171219||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|80554|94309|80554|356309|
4042|Estero Bay Oyster Monitoring|101949|173b|171037_101949_2016_2_173b2|173b|2016|Exact|2016-02-23T00:00:00Z|2016|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|1120||||171037||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|86780||||
4042|Estero Bay Oyster Monitoring|101946|105a|171018_101946_2015_3_105a1|105a|2015|Exact|2015-03-04T00:00:00Z|2015|3|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|464||||171018||Estero Bay Aquatic Preserve_Natural|FALSE|46|1969|89327||||
4042|Estero Bay Oyster Monitoring|101970|610a|171219_101970_2016_6_610a-4|610a|2016|Exact|2016-06-28T00:00:00Z|2016|6|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|1040|98|65|33|171219||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|293712|94307|293712|112792|
4042|Estero Bay Oyster Monitoring|101970|610a|171219_101970_2016_6_610a-2|610a|2016|Exact|2016-06-28T00:00:00Z|2016|6|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|992|89|62|27|171219||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|243873|94308|243873|112791|
4042|Estero Bay Oyster Monitoring|101951|214a|171043_101951_2016_2_214a-1|214a|2016|Exact|2016-02-22T00:00:00Z|2016|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|0|99|0|99|171043||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|95994|95995|95994|95996|
4042|Estero Bay Oyster Monitoring|101979|892a|101979_101979_2022_1_892a2|892a|2022|Exact|2022-01-05T00:00:00Z|2022|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|1312||||101979||Estero Bay Aquatic Preserve_Natural|FALSE|53|1969|100759||||
4042|Estero Bay Oyster Monitoring|101979|892a|101979_101979_2018_2_892a1|892a|2018|Exact|2018-02-19T00:00:00Z|2018|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|3248||||101979||Estero Bay Aquatic Preserve_Natural|FALSE|49|1969|100827||||
4042|Estero Bay Oyster Monitoring|101979|892a|101979_101979_2019_2_892a1|892a|2019|Exact|2019-02-07T00:00:00Z|2019|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|1936||||101979||Estero Bay Aquatic Preserve_Natural|FALSE|50|1969|100996||||
4042|Estero Bay Oyster Monitoring|101949|173b|171037_101949_2016_2_173b-2|173b|2016|Exact|2016-02-23T00:00:00Z|2016|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|752|93|47|46|171037||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|523018|123030|523018|211750|
4042|Estero Bay Oyster Monitoring|101949|173b|171037_101949_2016_2_173b-1|173b|2016|Exact|2016-02-23T00:00:00Z|2016|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|960|96|60|36|171037||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|169703|523017|169703|526173|
4042|Estero Bay Oyster Monitoring|101978|723a|171327_101978_2021_1_723a-2|723a|2021|Exact|2021-01-28T00:00:00Z|2021|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|224|94|14|80|171327||Estero Bay Aquatic Preserve_Natural|FALSE|52|1969|182569|533004|182569|174138|
4042|Estero Bay Oyster Monitoring|101978|723a|171327_101978_2022_2_723a-4|723a|2022|Exact|2022-02-01T00:00:00Z|2022|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|176|21|11|10|171327||Estero Bay Aquatic Preserve_Natural|FALSE|53|1969|174139|558451|174139|530485|
4042|Estero Bay Oyster Monitoring|101971|610b|171215_101971_2016_6_610b-2|610b|2016|Exact|2016-06-28T00:00:00Z|2016|6|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|1040|94|65|29|171215||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|177096|177098|177096|177097|
4042|Estero Bay Oyster Monitoring|101967|515a|101967_101967_2020_1_515a-3|515a|2020|Exact|2020-01-13T00:00:00Z|2020|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|1152|92|72|20|101967||Estero Bay Aquatic Preserve_Natural|FALSE|51|1969|526035|180387|526035|191950|
4042|Estero Bay Oyster Monitoring|101978|723a|171327_101978_2018_1_723a-2|723a|2018|Exact|2018-01-31T00:00:00Z|2018|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|208|83|13|70|171327||Estero Bay Aquatic Preserve_Natural|FALSE|49|1969|542031|564019|542031|182740|
4042|Estero Bay Oyster Monitoring|101978|723a|171327_101978_2022_2_723a-1|723a|2022|Exact|2022-02-01T00:00:00Z|2022|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|336|50|21|29|171327||Estero Bay Aquatic Preserve_Natural|FALSE|53|1969|526183|182741|526183|513558|
4042|Estero Bay Oyster Monitoring|101978|723a|171327_101978_2019_1_723a-4|723a|2019|Exact|2019-01-25T00:00:00Z|2019|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|336|90|21|69|171327||Estero Bay Aquatic Preserve_Natural|FALSE|50|1969|553698|183949|553698|525925|
4042|Estero Bay Oyster Monitoring|101978|723a|171327_101978_2021_1_723a-4|723a|2021|Exact|2021-01-28T00:00:00Z|2021|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|64|64|4|60|171327||Estero Bay Aquatic Preserve_Natural|FALSE|52|1969|553699|183950|553699|184767|
4042|Estero Bay Oyster Monitoring|101978|723a|171327_101978_2021_1_723a-1|723a|2021|Exact|2021-01-28T00:00:00Z|2021|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|16|68|1|67|171327||Estero Bay Aquatic Preserve_Natural|FALSE|52|1969|191895|184734|191895|499697|
4042|Estero Bay Oyster Monitoring|101978|723a|171327_101978_2019_1_723a-3|723a|2019|Exact|2019-01-25T00:00:00Z|2019|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|32|100|2|98|171327||Estero Bay Aquatic Preserve_Natural|FALSE|50|1969|191896|184766|191896|558452|
4042|Estero Bay Oyster Monitoring|101978|723a|171327_101978_2018_1_723a1|723a|2018|Exact|2018-01-31T00:00:00Z|2018|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|336||||171327||Estero Bay Aquatic Preserve_Natural|FALSE|49|1969|191731||||
4042|Estero Bay Oyster Monitoring|101978|723a|171327_101978_2019_1_723a-2|723a|2019|Exact|2019-01-25T00:00:00Z|2019|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|32|54|2|52|171327||Estero Bay Aquatic Preserve_Natural|FALSE|50|1969|191787|236908|191787|203087|
4042|Estero Bay Oyster Monitoring|101978|723a|171327_101978_2019_1_723a-1|723a|2019|Exact|2019-01-25T00:00:00Z|2019|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|48|100|3|97|171327||Estero Bay Aquatic Preserve_Natural|FALSE|50|1969|544836|203086|544836|191894|
4042|Estero Bay Oyster Monitoring|101967|515a|101967_101967_2021_1_515a-2|515a|2021|Exact|2021-01-14T00:00:00Z|2021|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|992|72|62|10|101967||Estero Bay Aquatic Preserve_Natural|FALSE|52|1969|191902|512022|191902|227668|
4042|Estero Bay Oyster Monitoring|101967|515a|101967_101967_2022_1_515a-4|515a|2022|Exact|2022-01-21T00:00:00Z|2022|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|288|58|18|40|101967||Estero Bay Aquatic Preserve_Natural|FALSE|53|1969|527341|553805|527341|191904|
4042|Estero Bay Oyster Monitoring|101967|515a|101967_101967_2022_1_515a-2|515a|2022|Exact|2022-01-21T00:00:00Z|2022|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|704|96|44|52|101967||Estero Bay Aquatic Preserve_Natural|FALSE|53|1969|520369|191951|520369|542250|
4042|Estero Bay Oyster Monitoring|101967|515a|101967_101967_2018_1_515a-4|515a|2018|Exact|2018-01-31T00:00:00Z|2018|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|1040|98|65|33|101967||Estero Bay Aquatic Preserve_Natural|FALSE|49|1969|193417|191952|193417|554592|
4042|Estero Bay Oyster Monitoring|101978|723a|171327_101978_2022_2_723a-2|723a|2022|Exact|2022-02-01T00:00:00Z|2022|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|32|37|2|35|171327||Estero Bay Aquatic Preserve_Natural|FALSE|53|1969|192956|519276|192956|228191|
4042|Estero Bay Oyster Monitoring|101967|515a|101967_101967_2019_1_515a-1|515a|2019|Exact|2019-01-08T00:00:00Z|2019|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|656|97|41|56|101967||Estero Bay Aquatic Preserve_Natural|FALSE|50|1969|193416|558458|193416|553806|
4042|Estero Bay Oyster Monitoring|101967|515a|101967_101967_2021_1_515a-1|515a|2021|Exact|2021-01-14T00:00:00Z|2021|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|688|87|43|44|101967||Estero Bay Aquatic Preserve_Natural|FALSE|52|1969|558455|502600|558455|193418|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2018_1_222a-3|222a|2018|Exact|2018-01-30T00:00:00Z|2018|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|320|47|20|27|171060||Estero Bay Aquatic Preserve_Natural|FALSE|49|1969|576001|575622|576001|200541|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2018_6_222a-1|222a|2018|Exact|2018-06-05T00:00:00Z|2018|6|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|608|87|38|49|171060||Estero Bay Aquatic Preserve_Natural|FALSE|49|1969|215968|200591|215968|574764|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2020_1_222a-1|222a|2020|Exact|2020-01-27T00:00:00Z|2020|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|416|97|26|71|171060||Estero Bay Aquatic Preserve_Natural|FALSE|51|1969|200592|200999|200592|569430|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2018_6_222a-4|222a|2018|Exact|2018-06-05T00:00:00Z|2018|6|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|80|77|5|72|171060||Estero Bay Aquatic Preserve_Natural|FALSE|49|1969|215383|200595|215383|200594|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2018_1_222a-2|222a|2018|Exact|2018-01-30T00:00:00Z|2018|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|0|56|0|56|171060||Estero Bay Aquatic Preserve_Natural|FALSE|49|1969|538876|200597|538876|215320|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2017_10_222a-1|222a|2017|Exact|2017-10-23T00:00:00Z|2017|10|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|464|93|29|64|171060||Estero Bay Aquatic Preserve_Natural|FALSE|48|1969|576896|200629|576896|216017|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2018_1_222a-1|222a|2018|Exact|2018-01-30T00:00:00Z|2018|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|1088|88|68|20|171060||Estero Bay Aquatic Preserve_Natural|FALSE|49|1969|201000|569431|201000|536923|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2022_1_222a-1|222a|2022|Exact|2022-01-19T00:00:00Z|2022|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|560|65|35|30|171060||Estero Bay Aquatic Preserve_Natural|FALSE|53|1969|201001|566554|201001|244879|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2022_1_222a-2|222a|2022|Exact|2022-01-19T00:00:00Z|2022|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|592|73|37|36|171060||Estero Bay Aquatic Preserve_Natural|FALSE|53|1969|564903|569105|564903|201002|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2021_1_222a-4|222a|2021|Exact|2021-01-15T00:00:00Z|2021|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|624|84|39|45|171060||Estero Bay Aquatic Preserve_Natural|FALSE|52|1969|569104|538874|569104|201035|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2021_1_222a-1|222a|2021|Exact|2021-01-15T00:00:00Z|2021|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|32|77|2|75|171060||Estero Bay Aquatic Preserve_Natural|FALSE|52|1969|574654|201036|574654|530229|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2016_4_222a-4|222a|2016|Exact|2016-04-06T00:00:00Z|2016|4|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|512|64|32|32|171060||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|570396|530452|570396|201037|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2020_1_222a-3|222a|2020|Exact|2020-01-27T00:00:00Z|2020|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|416|67|26|41|171060||Estero Bay Aquatic Preserve_Natural|FALSE|51|1969|563854|201038|563854|576000|
4042|Estero Bay Oyster Monitoring|101967|515a|101967_101967_2019_1_515a-3|515a|2019|Exact|2019-01-08T00:00:00Z|2019|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|480|100|30|70|101967||Estero Bay Aquatic Preserve_Natural|FALSE|50|1969|203263|526036|203263|203261|
4042|Estero Bay Oyster Monitoring|101967|515a|101967_101967_2020_1_515a-2|515a|2020|Exact|2020-01-13T00:00:00Z|2020|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|928|92|58|34|101967||Estero Bay Aquatic Preserve_Natural|FALSE|51|1969|555705|559451|555705|203262|
4042|Estero Bay Oyster Monitoring|101967|515a|101967_101967_2021_1_515a1|515a|2021|Exact|2021-01-14T00:00:00Z|2021|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|3184||||101967||Estero Bay Aquatic Preserve_Natural|FALSE|52|1969|205778||||
4042|Estero Bay Oyster Monitoring|101967|515a|101967_101967_2020_1_515a2|515a|2020|Exact|2020-01-13T00:00:00Z|2020|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|2048||||101967||Estero Bay Aquatic Preserve_Natural|FALSE|51|1969|206595||||
4042|Estero Bay Oyster Monitoring|101951|214a|171043_101951_2016_2_214a3|214a|2016|Exact|2016-02-22T00:00:00Z|2016|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|80||||171043||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|213370||||
4042|Estero Bay Oyster Monitoring|101951|214a|171043_101951_2016_2_214a2|214a|2016|Exact|2016-02-22T00:00:00Z|2016|2|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|208||||171043||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|213371||||
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2021_1_222a3|222a|2021|Exact|2021-01-15T00:00:00Z|2021|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|832||||171060||Estero Bay Aquatic Preserve_Natural|FALSE|52|1969|215202||||
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2019_1_222a-2|222a|2019|Exact|2019-01-25T00:00:00Z|2019|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|0|80|0|80|171060||Estero Bay Aquatic Preserve_Natural|FALSE|50|1969|575621|574769|575621|215318|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2019_1_222a-4|222a|2019|Exact|2019-01-25T00:00:00Z|2019|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|0|90|0|90|171060||Estero Bay Aquatic Preserve_Natural|FALSE|50|1969|215319|570391|215319|575701|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2020_1_222a-2|222a|2020|Exact|2020-01-27T00:00:00Z|2020|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|608|89|38|51|171060||Estero Bay Aquatic Preserve_Natural|FALSE|51|1969|565492|566552|565492|215321|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2018_6_222a-3|222a|2018|Exact|2018-06-05T00:00:00Z|2018|6|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|272|41|17|24|171060||Estero Bay Aquatic Preserve_Natural|FALSE|49|1969|215322|244707|215322|575623|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2016_4_222a-3|222a|2016|Exact|2016-04-06T00:00:00Z|2016|4|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|592|63|37|26|171060||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|576895|215384|576895|564911|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2020_1_222a-4|222a|2020|Exact|2020-01-27T00:00:00Z|2020|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|624|81|39|42|171060||Estero Bay Aquatic Preserve_Natural|FALSE|51|1969|536858|215967|536858|564913|
4042|Estero Bay Oyster Monitoring|101952|222a|171060_101952_2016_4_222a-1|222a|2016|Exact|2016-04-06T00:00:00Z|2016|4|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|16|19|1|18|171060||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|215969|536924|215969|564912|
4042|Estero Bay Oyster Monitoring|101948|143a|171035_101948_2016_4_143a-1|143a|2016|Exact|2016-04-06T00:00:00Z|2016|4|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|640|60|40|20|171035||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|222594|234827|222594|598759|
4042|Estero Bay Oyster Monitoring|101948|143a|171035_101948_2016_4_143a-2|143a|2016|Exact|2016-04-06T00:00:00Z|2016|4|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|672|59|42|17|171035||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|222595|605157|222595|259166|
4042|Estero Bay Oyster Monitoring|101967|515a|101967_101967_2021_1_515a-4|515a|2021|Exact|2021-01-14T00:00:00Z|2021|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|848|93|53|40|101967||Estero Bay Aquatic Preserve_Natural|FALSE|52|1969|225129|505795|225129|550421|
4042|Estero Bay Oyster Monitoring|101947|128a|171028_101947_2016_3_128a-2|128a|2016|Exact|2016-03-09T00:00:00Z|2016|3|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|16|32|1|31|171028||Estero Bay Aquatic Preserve_Natural|FALSE|47|1969|226983|269603|226983|226985|
4042|Estero Bay Oyster Monitoring|101967|515a|101967_101967_2022_1_515a-1|515a|2022|Exact|2022-01-21T00:00:00Z|2022|1|Estero Bay Aquatic Preserve|SW|Transect Quadrat|Natural|0.0625|1|704|88|44|44|101967||Estero Bay Aquatic Preserve_Natural|FALSE|53|1969|227669|505796|227669|505797|
